State,Year,Total_Population,Median_Age,Male_Population,Female_Population,White_Population,Black_Population,Asian_Population,Hispanic_Population,Veteran_Status,Foreign_Born_Population,Non_English_Speakers,Median_Household_Income,Per_Capita_Income,Population_in_Poverty,Total_Population_for_Poverty,Unemployed_Population,Labor_Force_Population,Total_Households,Owner_Occupied_Homes,Renter_Occupied_Homes,Median_Home_Value,Median_Rent,Cost_Burdened_Households,Vacancy_Rate,Average_Household_Size,Mean_Travel_Time,Car_Commute,Public_Transit_Commute,Walk_Commute,Work_From_Home,Total_Insured_Population,Total_Uninsured_Population,Private_Insurance,Public_Insurance,No_Health_Insurance,Total_Population_25_Over,Less_Than_HS,High_School_Graduate,Some_College,Associates_Degree,Bachelors_Degree,Graduate_Degree
Arkansas,2017,2977944.0,37.9,1461651.0,1516293.0,2302141.0,459969.0,42368.0,213246.0,2267788.0,141079.0,2787800.0,43813.0,24426.0,524211.0,2890095.0,85128.0,1366102.0,1353745.0,752633.0,394658.0,118500.0,709.0,31211.0,206454.0,2.52,26363130.0,1176353.0,4663.0,21933.0,40573.0,2924569.0,36697.0,744956.0,128047.0,144501.0,1985770.0,23003.0,557723.0,313209.0,280677.0,111094.0,19501.0
California,2017,38982847.0,36.1,19366579.0,19616268.0,23607242.0,2263222.0,5503672.0,15105860.0,29740487.0,10518488.0,36489302.0,67169.0,33128.0,5773408.0,38242946.0,1491146.0,19612777.0,13996299.0,7024315.0,5863813.0,443400.0,1358.0,531512.0,1108171.0,2.96,478962375.0,14781445.0,909679.0,470101.0,978047.0,38488069.0,457257.0,9637773.0,1596459.0,1921504.0,25950818.0,691906.0,4752859.0,4091953.0,5291984.0,2135376.0,410003.0
New York,2017,19798228.0,38.4,9604111.0,10194117.0,12638791.0,3100685.0,1652846.0,3726238.0,15571733.0,4490656.0,18621351.0,62765.0,35752.0,2908471.0,19285448.0,685368.0,10176202.0,8255911.0,3942483.0,3360227.0,293000.0,1194.0,290681.0,953201.0,2.63,293580905.0,5517332.0,2615273.0,579374.0,378857.0,19556260.0,136660.0,4458103.0,613369.0,706538.0,13660809.0,268719.0,3061197.0,1538663.0,2718987.0,1516018.0,204211.0
North Carolina,2017,10052564.0,38.4,4895368.0,5157196.0,6937466.0,2159427.0,269164.0,914792.0,7666358.0,787971.0,9448581.0,50320.0,28123.0,1579871.0,9783738.0,352287.0,5019831.0,4521697.0,2517896.0,1356450.0,161000.0,844.0,112645.0,647351.0,2.53,105134780.0,4143847.0,47903.0,83872.0,235595.0,9845238.0,127958.0,2426124.0,463258.0,587396.0,6784048.0,83671.0,1476541.0,1036370.0,1303604.0,520695.0,90608.0
North Dakota,2017,745475.0,35.1,382121.0,363354.0,654024.0,17365.0,10197.0,24744.0,568751.0,26715.0,693709.0,61285.0,34256.0,79374.0,719722.0,11085.0,417893.0,360660.0,197083.0,114442.0,174100.0,775.0,7827.0,49135.0,2.31,6491595.0,358604.0,2008.0,14427.0,19157.0,729279.0,14264.0,180510.0,22133.0,22012.0,485490.0,2796.0,113490.0,80042.0,102497.0,26075.0,5115.0
Ohio,2017,11609756.0,39.3,5686081.0,5923675.0,9503779.0,1428230.0,235878.0,414490.0,8974264.0,502335.0,10914052.0,52407.0,29011.0,1683890.0,11289161.0,378735.0,5875255.0,5174838.0,3060473.0,1572672.0,135100.0,764.0,123938.0,541693.0,2.44,121042330.0,4904837.0,87702.0,120360.0,207888.0,11436638.0,128387.0,2781570.0,315054.0,395534.0,7888150.0,67808.0,2342883.0,1078053.0,1341204.0,591026.0,87319.0
Oklahoma,2017,3896251.0,36.3,1930615.0,1965636.0,2828569.0,283821.0,80670.0,394879.0,2923008.0,229586.0,3631138.0,49767.0,26461.0,612714.0,3780828.0,105375.0,1869043.0,1712841.0,964466.0,504505.0,125800.0,766.0,37367.0,243870.0,2.58,35851330.0,1605728.0,7545.0,29789.0,66326.0,3816369.0,85703.0,1007990.0,219887.0,257946.0,2553488.0,25161.0,676024.0,416521.0,422888.0,151995.0,24864.0
Oregon,2017,4025127.0,39.2,1993822.0,2031305.0,3416776.0,76347.0,166351.0,509507.0,3158246.0,398401.0,3793273.0,56119.0,30410.0,587248.0,3947954.0,138139.0,2026747.0,1733041.0,969453.0,602178.0,265700.0,988.0,51288.0,161410.0,2.5,40461750.0,1507879.0,82303.0,69807.0,122310.0,3985781.0,39724.0,913072.0,139972.0,169441.0,2797953.0,30325.0,529960.0,493473.0,561492.0,238020.0,43738.0
Pennsylvania,2017,12790505.0,40.7,6260160.0,6530345.0,10378174.0,1417611.0,417525.0,874833.0,10096921.0,841731.0,12078858.0,56951.0,31476.0,1623537.0,12377251.0,422016.0,6523666.0,5653599.0,3456360.0,1551082.0,170500.0,885.0,123995.0,646157.0,2.47,152407165.0,5073902.0,332315.0,225480.0,261525.0,12586845.0,136386.0,2863925.0,346322.0,400943.0,8885953.0,88660.0,2811564.0,944806.0,1621733.0,752518.0,127226.0
Rhode Island,2017,1056138.0,39.9,512581.0,543557.0,854801.0,68346.0,35556.0,153910.0,842241.0,144210.0,1001567.0,61043.0,33315.0,136126.0,1015923.0,38634.0,568020.0,466670.0,247291.0,164737.0,242200.0,957.0,14758.0,54642.0,2.46,12175085.0,454306.0,13644.0,19347.0,19857.0,1040523.0,7784.0,227297.0,30602.0,30797.0,729261.0,10845.0,170239.0,92439.0,144515.0,67318.0,13092.0
South Carolina,2017,4893444.0,39.0,2376759.0,2516685.0,3292598.0,1332110.0,71994.0,267398.0,3772087.0,237789.0,4603480.0,48781.0,26645.0,790657.0,4751345.0,170257.0,2381900.0,2229324.0,1284532.0,586775.0,148600.0,836.0,47672.0,358017.0,2.54,50619115.0,1993984.0,12509.0,46842.0,82533.0,4795304.0,59815.0,1152936.0,228211.0,286822.0,3325601.0,37167.0,831292.0,492571.0,571099.0,241554.0,36461.0
South Dakota,2017,855444.0,36.8,430587.0,424857.0,724430.0,14698.0,11693.0,29901.0,641817.0,28358.0,795232.0,54126.0,28761.0,114885.0,826297.0,17018.0,458023.0,382912.0,230657.0,108801.0,152700.0,696.0,8198.0,43454.0,2.42,6929190.0,384021.0,2367.0,16085.0,24080.0,838027.0,13362.0,220991.0,33037.0,34851.0,560605.0,3592.0,146574.0,85929.0,109468.0,32264.0,6190.0
Tennessee,2017,6597381.0,38.6,3217073.0,3380308.0,5131786.0,1107392.0,110605.0,340063.0,5081551.0,326954.0,6194803.0,48708.0,27277.0,1072360.0,6436601.0,210756.0,3225549.0,2903199.0,1688565.0,858629.0,151700.0,808.0,70767.0,356005.0,2.53,70147840.0,2730706.0,22047.0,40023.0,121934.0,6494451.0,75934.0,1579884.0,270274.0,355518.0,4478450.0,49807.0,1189457.0,650903.0,738613.0,301103.0,53863.0
Texas,2017,27419612.0,34.3,13616977.0,13802635.0,20459525.0,3286950.0,1236852.0,10673909.0,20115418.0,4622395.0,25437762.0,57051.0,28985.0,4291384.0,26794198.0,784888.0,13565038.0,10611386.0,5851046.0,3579373.0,151500.0,952.0,299941.0,1180967.0,2.84,313257970.0,11397327.0,187311.0,195192.0,562209.0,26943687.0,836178.0,7601534.0,1893131.0,2128740.0,17454431.0,343605.0,3589196.0,2771789.0,3288777.0,1255615.0,191047.0
Vermont,2017,624636.0,42.8,308026.0,316610.0,590499.0,7921.0,9680.0,11183.0,504444.0,28213.0,594807.0,57808.0,31917.0,68144.0,600127.0,14969.0,342645.0,331106.0,182321.0,76214.0,220600.0,945.0,7183.0,72571.0,2.32,6787975.0,270790.0,3958.0,17791.0,21704.0,618703.0,2606.0,129422.0,11610.0,15096.0,437900.0,2523.0,113798.0,53103.0,95590.0,46246.0,8049.0
Utah,2017,2993941.0,30.5,1506614.0,1487327.0,2600077.0,33619.0,67545.0,409311.0,2078401.0,248158.0,2739927.0,65325.0,26907.0,324856.0,2946717.0,64314.0,1480657.0,1046597.0,653429.0,284936.0,238300.0,948.0,25117.0,108232.0,3.14,28310820.0,1217172.0,34885.0,35391.0,80410.0,2967868.0,76448.0,958102.0,118745.0,123967.0,1743090.0,14327.0,347735.0,327785.0,375297.0,136858.0,24698.0
Virginia,2017,8365952.0,38.0,4113988.0,4251964.0,5720209.0,1605447.0,520119.0,749458.0,6388866.0,1014966.0,7856030.0,68766.0,36268.0,906838.0,8116130.0,236648.0,4431500.0,3466921.0,2055073.0,1050563.0,255800.0,1166.0,91506.0,361285.0,2.62,110651070.0,3564576.0,182233.0,100758.0,197488.0,8153221.0,107345.0,1980712.0,309913.0,381843.0,5680765.0,69531.0,1154017.0,775944.0,1220919.0,670315.0,102313.0
Washington,2017,7169967.0,37.6,3580888.0,3589079.0,5500837.0,261743.0,578822.0,882108.0,5505731.0,986515.0,6721822.0,66174.0,34869.0,859950.0,7037413.0,218821.0,3685819.0,3025516.0,1726899.0,1028798.0,286800.0,1120.0,94739.0,269819.0,2.55,86778690.0,2791535.0,215195.0,120440.0,193374.0,7063032.0,65071.0,1704307.0,242322.0,270164.0,4896055.0,55780.0,910215.0,806418.0,1064440.0,444410.0,73660.0
West Virginia,2017,1836843.0,42.2,907621.0,929222.0,1714591.0,65300.0,14096.0,27021.0,1458864.0,29578.0,1735798.0,44061.0,24774.0,317089.0,1784004.0,57659.0,805727.0,889277.0,536655.0,201016.0,111600.0,681.0,14677.0,151606.0,2.42,18199245.0,672966.0,6304.0,21224.0,23623.0,1807983.0,13310.0,398314.0,57824.0,72239.0,1293665.0,10439.0,438270.0,162971.0,155423.0,74597.0,11105.0
Wisconsin,2017,5763217.0,39.2,2864115.0,2899102.0,4950577.0,365884.0,152325.0,380590.0,4466699.0,281391.0,5425745.0,56759.0,30557.0,692719.0,5612611.0,145271.0,3087719.0,2668692.0,1559308.0,769446.0,169300.0,813.0,62838.0,339938.0,2.41,60866110.0,2573933.0,53566.0,92426.0,126083.0,5691138.0,56129.0,1375107.0,147182.0,163435.0,3907816.0,33447.0,1083233.0,551268.0,748413.0,278119.0,43737.0
Wyoming,2017,583200.0,37.0,298301.0,284899.0,532394.0,6121.0,5102.0,56681.0,442186.0,20719.0,545743.0,60938.0,31214.0,63398.0,569412.0,14459.0,310748.0,273088.0,159336.0,70901.0,204900.0,828.0,5831.0,42851.0,2.47,4969595.0,255156.0,3901.0,11638.0,13454.0,573470.0,10525.0,145483.0,25926.0,31242.0,388617.0,1346.0,91775.0,70781.0,67798.0,26053.0,4693.0
Puerto Rico,2017,3468963.0,40.1,1653997.0,1814966.0,2389446.0,338939.0,7789.0,3432611.0,2736149.0,93656.0,3296764.0,19775.0,12081.0,1543220.0,3437079.0,220597.0,1262220.0,1567300.0,837529.0,385077.0,115300.0,464.0,19300.0,344694.0,2.81,28876115.0,914140.0,21692.0,32317.0,22088.0,3442193.0,25143.0,780493.0,77532.0,107741.0,2390791.0,62694.0,596851.0,257744.0,426310.0,115565.0,24653.0
Delaware,2017,943732.0,39.8,456876.0,486856.0,652170.0,206290.0,36553.0,84793.0,736663.0,86028.0,888450.0,63036.0,32625.0,111304.0,918100.0,30245.0,474774.0,423489.0,251098.0,101259.0,238600.0,1076.0,8292.0,71132.0,2.61,10693255.0,389293.0,12198.0,9244.0,19626.0,929139.0,8956.0,217408.0,23640.0,28027.0,651540.0,7723.0,181038.0,86200.0,117478.0,60642.0,11346.0
District of Columbia,2017,672391.0,33.9,319046.0,353345.0,273471.0,321062.0,25558.0,71829.0,550892.0,94421.0,628784.0,77649.0,50832.0,111025.0,638362.0,31279.0,392421.0,308161.0,115795.0,162190.0,537400.0,1424.0,14202.0,30176.0,2.28,10047485.0,139766.0,125641.0,46967.0,20167.0,661858.0,2992.0,127858.0,13491.0,14128.0,477843.0,5141.0,71712.0,45479.0,113830.0,96398.0,20333.0
Connecticut,2017,3594478.0,40.8,1754046.0,1840432.0,2757064.0,376240.0,156450.0,551916.0,2823180.0,511893.0,3408290.0,73781.0,41365.0,350783.0,3486033.0,140712.0,1954364.0,1507711.0,906798.0,454957.0,270100.0,1123.0,39557.0,145956.0,2.55,43993845.0,1531018.0,86778.0,51059.0,85156.0,3541763.0,29040.0,815413.0,85035.0,108728.0,2480297.0,25274.0,593663.0,292319.0,532055.0,306063.0,41842.0
Florida,2017,20278447.0,41.8,9914361.0,10364086.0,15343997.0,3270863.0,543394.0,5015015.0,16111828.0,4106367.0,19173085.0,50883.0,28774.0,3070972.0,19858469.0,699117.0,9772762.0,9259684.0,4868827.0,2642055.0,178700.0,1077.0,234886.0,1748802.0,2.64,227204010.0,7900721.0,180231.0,129801.0,500400.0,19967931.0,369896.0,4350247.0,1070490.0,1489074.0,14396066.0,213582.0,3565287.0,2017461.0,2616384.0,1021907.0,162324.0
Georgia,2017,10201635.0,36.4,4968887.0,5232748.0,6061821.0,3195268.0,388946.0,950380.0,7655139.0,1023235.0,9544207.0,52977.0,28015.0,1679030.0,9931935.0,372581.0,5026306.0,4203288.0,2306772.0,1356332.0,158400.0,927.0,112175.0,540184.0,2.71,120983555.0,4073516.0,97418.0,68505.0,238180.0,10012994.0,205153.0,2644548.0,584485.0,679723.0,6693826.0,91517.0,1554091.0,1015467.0,1241995.0,539097.0,85658.0
Idaho,2017,1657375.0,35.9,830627.0,826748.0,1507880.0,11231.0,22720.0,201978.0,1219088.0,98457.0,1543263.0,50985.0,25471.0,236000.0,1626557.0,42328.0,794662.0,701196.0,421439.0,187685.0,176800.0,792.0,14104.0,92072.0,2.67,14304645.0,652112.0,5235.0,20052.0,43614.0,1636345.0,29441.0,458668.0,73203.0,93447.0,1065313.0,10678.0,235912.0,191187.0,194303.0,62960.0,12085.0
Hawaii,2017,1421658.0,38.8,713981.0,707677.0,357308.0,25884.0,540556.0,145381.0,1073807.0,256711.0,1330241.0,74923.0,32511.0,143148.0,1383246.0,34380.0,746440.0,535543.0,264622.0,190880.0,563900.0,1507.0,16529.0,80041.0,3.02,18160215.0,561387.0,46028.0,31668.0,31890.0,1369366.0,8205.0,322229.0,24923.0,28381.0,984320.0,10445.0,251011.0,154591.0,209097.0,69536.0,14394.0
Illinois,2017,12854526.0,37.7,6312600.0,6541926.0,9236701.0,1833501.0,671811.0,2162070.0,9878297.0,1800858.0,12068966.0,61229.0,32924.0,1698613.0,12551822.0,491310.0,6690195.0,5334847.0,3185142.0,1633310.0,179700.0,952.0,132421.0,516395.0,2.61,166592540.0,4943799.0,569355.0,184620.0,276234.0,12674162.0,103891.0,3129566.0,426096.0,532109.0,8666079.0,107965.0,1968185.0,1242962.0,1776326.0,823826.0,110749.0
Indiana,2017,6614418.0,37.5,3258279.0,3356139.0,5546787.0,613060.0,137680.0,441968.0,5033709.0,333660.0,6196089.0,52182.0,27305.0,933540.0,6412384.0,202199.0,3329372.0,2855378.0,1747513.0,789676.0,130200.0,782.0,64355.0,318189.0,2.53,69287385.0,2817022.0,32148.0,64177.0,112059.0,6515358.0,117815.0,1671214.0,253427.0,295421.0,4369451.0,39437.0,1248705.0,614362.0,704841.0,295381.0,44691.0
Iowa,2017,3118102.0,38.1,1548035.0,1570067.0,2824197.0,106762.0,71178.0,178294.0,2387693.0,156479.0,2921617.0,56570.0,30063.0,361343.0,3016358.0,69018.0,1670448.0,1376133.0,889285.0,362302.0,137200.0,740.0,27498.0,124546.0,2.41,28522875.0,1407055.0,17161.0,53677.0,72277.0,3074216.0,26207.0,772285.0,69631.0,75242.0,2067914.0,15497.0,568172.0,288881.0,386963.0,128747.0,24058.0
Kansas,2017,2903820.0,36.3,1445980.0,1457840.0,2465518.0,168470.0,80738.0,334860.0,2167119.0,203780.0,2706994.0,55477.0,29600.0,361285.0,2820265.0,71009.0,1509484.0,1259647.0,745441.0,376502.0,139200.0,801.0,30699.0,137704.0,2.52,25964155.0,1293331.0,6829.0,33705.0,61053.0,2843739.0,41203.0,757801.0,108507.0,123013.0,1886741.0,17061.0,417024.0,293450.0,389007.0,162930.0,23073.0
Kentucky,2017,4424376.0,38.6,2179025.0,2245351.0,3862600.0,353088.0,59593.0,152072.0,3397079.0,160702.0,4150236.0,46535.0,25888.0,783586.0,4287887.0,140717.0,2093572.0,1965202.0,1155576.0,568938.0,130000.0,713.0,42625.0,240688.0,2.49,42629675.0,1752905.0,20645.0,44035.0,65405.0,4340343.0,47325.0,1070560.0,137235.0,154583.0,2986199.0,32245.0,784789.0,427875.0,406916.0,205326.0,28577.0
Louisiana,2017,4663461.0,36.4,2281239.0,2382222.0,2909599.0,1500648.0,80980.0,231708.0,3535118.0,193655.0,4353030.0,46710.0,26205.0,887574.0,4531570.0,157186.0,2204055.0,2031064.0,1137462.0,600183.0,152900.0,825.0,45052.0,293419.0,2.61,49211435.0,1848683.0,26340.0,35759.0,56796.0,4559572.0,53164.0,1171609.0,239095.0,270887.0,3092069.0,38772.0,883014.0,489708.0,473914.0,168699.0,29420.0
Maine,2017,1330158.0,44.3,651040.0,679118.0,1258918.0,16906.0,14804.0,20427.0,1071472.0,47556.0,1265764.0,53024.0,29886.0,166904.0,1294998.0,36790.0,697342.0,735711.0,399142.0,154919.0,179900.0,808.0,14360.0,181650.0,2.34,14508350.0,569446.0,4142.0,25317.0,36413.0,1315654.0,15720.0,273919.0,40895.0,61725.0,961086.0,5211.0,262199.0,129115.0,185832.0,75126.0,12809.0
Maryland,2017,5996079.0,38.5,2906277.0,3089802.0,3395212.0,1782256.0,373065.0,573303.0,4620593.0,894713.0,5629329.0,78916.0,39070.0,566966.0,5856088.0,198375.0,3267069.0,2427014.0,1456758.0,724335.0,296500.0,1311.0,62911.0,245921.0,2.68,93923040.0,2495172.0,263851.0,71857.0,135816.0,5901303.0,55059.0,1423524.0,168168.0,200962.0,4095427.0,47934.0,899907.0,541106.0,860298.0,510441.0,104335.0
Massachusetts,2017,6789319.0,39.4,3293426.0,3495893.0,5358373.0,499774.0,426225.0,760177.0,5400834.0,1097229.0,6426464.0,74167.0,39913.0,727546.0,6552347.0,224856.0,3755481.0,2864989.0,1612329.0,973386.0,352600.0,1173.0,93206.0,279274.0,2.53,96351855.0,2698630.0,352153.0,167203.0,168255.0,6713702.0,20566.0,1486528.0,86535.0,89318.0,4706536.0,65956.0,1028722.0,513538.0,1101605.0,617390.0,125146.0
Michigan,2017,9925568.0,39.6,4880579.0,5044989.0,7813199.0,1374515.0,289082.0,484568.0,7713203.0,653196.0,9353569.0,52668.0,28938.0,1510841.0,9698121.0,361624.0,4890342.0,4568200.0,2760156.0,1128490.0,136400.0,824.0,89625.0,679554.0,2.49,103696440.0,4045391.0,62245.0,97441.0,170356.0,9814714.0,82627.0,2346330.0,285711.0,328951.0,6719972.0,72640.0,1697454.0,1078010.0,1147842.0,545875.0,78702.0
Minnesota,2017,5490726.0,37.9,2731831.0,2758895.0,4598252.0,326953.0,255935.0,284649.0,4202305.0,448397.0,5140764.0,65699.0,34712.0,560995.0,5366210.0,130510.0,3036696.0,2404624.0,1542041.0,611161.0,199700.0,906.0,53884.0,251422.0,2.49,63095600.0,2467451.0,102928.0,78485.0,155456.0,5432792.0,53634.0,1360411.0,114554.0,123499.0,3698605.0,42738.0,823141.0,545264.0,849439.0,304197.0,52737.0
Colorado,2017,5436519.0,36.5,2731315.0,2705204.0,4576201.0,221155.0,164771.0,1157200.0,4151793.0,533576.0,5102269.0,65458.0,34845.0,612143.0,5316870.0,152856.0,2946354.0,2319737.0,1348004.0,734527.0,286100.0,1125.0,68972.0,237206.0,2.55,64033685.0,2312824.0,86517.0,78198.0,202939.0,5344703.0,72589.0,1321888.0,195064.0,230460.0,3668477.0,34489.0,647717.0,571493.0,909794.0,391994.0,61492.0
