State,Year,Total_Population,Median_Age,Male_Population,Female_Population,White_Population,Black_Population,Asian_Population,Hispanic_Population,Veteran_Status,Foreign_Born_Population,Non_English_Speakers,Median_Household_Income,Per_Capita_Income,Population_in_Poverty,Total_Population_for_Poverty,Unemployed_Population,Labor_Force_Population,Total_Households,Owner_Occupied_Homes,Renter_Occupied_Homes,Median_Home_Value,Median_Rent,Cost_Burdened_Households,Vacancy_Rate,Average_Household_Size,Mean_Travel_Time,Car_Commute,Public_Transit_Commute,Walk_Commute,Work_From_Home,Total_Insured_Population,Total_Uninsured_Population,Private_Insurance,Public_Insurance,No_Health_Insurance,Total_Population_25_Over,Less_Than_HS,High_School_Graduate,Some_College,Associates_Degree,Bachelors_Degree,Graduate_Degree
Georgia,2021,10625615.0,37.1,5191616.0,5433999.0,5934931.0,3350903.0,448181.0,1048474.0,8038160.0,1093655.0,9981897.0,65030.0,34516.0,1441351.0,10356895.0,290843.0,5329864.0,4375039.0,2506873.0,1378498.0,206700.0,1110.0,115006.0,489668.0,2.67,126439935.0,4189762.0,81781.0,68099.0,498946.0,10438528.0,200677.0,2688186.0,508075.0,648806.0,7075856.0,107120.0,1598837.0,1001047.0,1426415.0,643718.0,103325.0
Hawaii,2021,1453498.0,39.6,732172.0,721326.0,344295.0,28142.0,544643.0,158741.0,1095135.0,264741.0,1365731.0,88005.0,39045.0,133740.0,1414718.0,37152.0,764801.0,556937.0,291814.0,186599.0,662100.0,1755.0,16665.0,78524.0,2.95,17634570.0,571056.0,34618.0,31226.0,49254.0,1395191.0,8705.0,326677.0,20795.0,25171.0,1020422.0,11896.0,246918.0,148345.0,226399.0,83849.0,15789.0
Idaho,2021,1811617.0,36.8,912529.0,899088.0,1567799.0,12242.0,24616.0,234561.0,1347869.0,104356.0,1696648.0,63377.0,31509.0,202560.0,1780875.0,35633.0,887977.0,742145.0,471036.0,186065.0,266500.0,952.0,15037.0,85044.0,2.71,16121215.0,718466.0,5238.0,19237.0,77318.0,1789734.0,28255.0,484808.0,65231.0,87414.0,1185197.0,11869.0,253718.0,206850.0,231259.0,79872.0,14946.0
Illinois,2021,12821813.0,38.5,6332176.0,6489637.0,8699413.0,1804013.0,725482.0,2250076.0,9915792.0,1803334.0,12076132.0,72563.0,39571.0,1483378.0,12529291.0,413041.0,6705184.0,5412995.0,3279322.0,1650933.0,212600.0,1097.0,133009.0,482740.0,2.54,159394220.0,4786082.0,484481.0,170236.0,610604.0,12646857.0,99592.0,3058274.0,322439.0,446062.0,8764878.0,130900.0,1910784.0,1177987.0,1910757.0,920298.0,125910.0
Indiana,2021,6751340.0,37.9,3344360.0,3406980.0,5483296.0,635076.0,163657.0,494408.0,5154502.0,365757.0,6335798.0,61944.0,32537.0,819005.0,6550921.0,160490.0,3416171.0,2911562.0,1831953.0,790648.0,158500.0,891.0,65552.0,288961.0,2.5,70986420.0,2835470.0,24592.0,64750.0,222904.0,6655804.0,106747.0,1688201.0,188051.0,230156.0,4501214.0,51633.0,1250041.0,590836.0,797977.0,334885.0,51083.0
Iowa,2021,3179090.0,38.3,1590001.0,1589089.0,2795319.0,119036.0,79188.0,203048.0,2434274.0,173864.0,2984520.0,65429.0,34817.0,339695.0,3084598.0,65900.0,1689338.0,1407100.0,912969.0,362924.0,160700.0,845.0,27044.0,131207.0,2.42,28663880.0,1383255.0,12394.0,47258.0,128760.0,3138332.0,22661.0,786143.0,57867.0,70265.0,2119884.0,19109.0,565056.0,282218.0,423852.0,144056.0,26932.0
Kansas,2021,2932099.0,37.0,1468152.0,1463947.0,2386766.0,165291.0,87946.0,362053.0,2199582.0,205076.0,2746823.0,64521.0,34968.0,327209.0,2850702.0,61847.0,1530430.0,1272290.0,759042.0,380696.0,164800.0,912.0,30863.0,132552.0,2.51,25975850.0,1268096.0,5849.0,31859.0,116674.0,2875459.0,39597.0,755786.0,93903.0,120550.0,1921951.0,22280.0,416830.0,281106.0,415201.0,181958.0,26514.0
Kentucky,2021,4494141.0,39.0,2223783.0,2270358.0,3842383.0,361703.0,68737.0,174359.0,3458124.0,181844.0,4223282.0,55454.0,30634.0,709140.0,4359181.0,112695.0,2135988.0,1988420.0,1185302.0,563173.0,155100.0,826.0,42024.0,239945.0,2.5,43697455.0,1762185.0,16575.0,41391.0,131878.0,4416344.0,44450.0,1079523.0,93074.0,117705.0,3053564.0,34640.0,803049.0,422689.0,461841.0,232970.0,33745.0
Louisiana,2021,4657305.0,37.4,2283561.0,2373744.0,2805875.0,1486002.0,80438.0,248782.0,3536739.0,196020.0,4359946.0,53571.0,30340.0,850486.0,4531545.0,146299.0,2179709.0,2066323.0,1165858.0,582830.0,174000.0,923.0,43112.0,317635.0,2.59,48904560.0,1792085.0,20647.0,36430.0,105013.0,4555079.0,46247.0,1157694.0,140635.0,186240.0,3133855.0,41515.0,864695.0,476091.0,511447.0,200435.0,31996.0
Maine,2021,1357046.0,44.7,668308.0,688738.0,1261097.0,19525.0,14917.0,24526.0,1100592.0,49303.0,1293114.0,63182.0,36171.0,145992.0,1321489.0,30163.0,713221.0,737782.0,419024.0,152040.0,212100.0,927.0,14589.0,166718.0,2.31,14522740.0,561197.0,3285.0,24667.0,69896.0,1342021.0,13150.0,270444.0,33582.0,51855.0,994900.0,6330.0,258100.0,127557.0,209253.0,89039.0,14850.0
Maryland,2021,6148545.0,38.9,2995146.0,3153399.0,3238671.0,1833987.0,397087.0,650357.0,4741625.0,946035.0,5785079.0,91431.0,45915.0,550074.0,6006777.0,175507.0,3330279.0,2516341.0,1543719.0,750551.0,338500.0,1485.0,63624.0,222071.0,2.62,88510675.0,2411224.0,197448.0,61787.0,367005.0,6049675.0,53265.0,1452968.0,126912.0,171165.0,4240795.0,64093.0,884726.0,524295.0,934036.0,578591.0,115661.0
Massachusetts,2021,6991852.0,39.6,3413174.0,3578678.0,5211704.0,511394.0,480944.0,864202.0,5596622.0,1209717.0,6633909.0,89026.0,48617.0,668780.0,6756217.0,209959.0,3882484.0,2979634.0,1694407.0,1020041.0,424700.0,1429.0,93345.0,265186.0,2.48,93753935.0,2622737.0,300001.0,163881.0,427203.0,6922305.0,22577.0,1495625.0,77340.0,88041.0,4902868.0,79741.0,998781.0,495797.0,1215939.0,701003.0,147426.0
Michigan,2021,10062512.0,39.8,4983325.0,5079187.0,7715291.0,1368177.0,322218.0,540036.0,7868746.0,697343.0,9497695.0,63202.0,34768.0,1310058.0,9850305.0,310551.0,5007906.0,4566504.0,2870693.0,1106036.0,172100.0,946.0,89811.0,589775.0,2.48,103237675.0,4002072.0,54189.0,97132.0,382725.0,9959489.0,71523.0,2319844.0,204666.0,246889.0,6923132.0,79529.0,1698210.0,1047429.0,1287856.0,615472.0,86211.0
Minnesota,2021,5670472.0,38.2,2839135.0,2831337.0,4576758.0,376406.0,283382.0,319828.0,4342896.0,479231.0,5322004.0,77706.0,41204.0,512312.0,5550433.0,125307.0,3109813.0,2470483.0,1610801.0,618299.0,250200.0,1081.0,55275.0,241383.0,2.49,60955720.0,2387457.0,82533.0,75175.0,334862.0,5614768.0,45063.0,1399463.0,91602.0,118882.0,3847501.0,53273.0,801722.0,535065.0,944751.0,354504.0,58452.0
Mississippi,2021,2967023.0,37.8,1444255.0,1522768.0,1701989.0,1113414.0,29092.0,95643.0,2247898.0,68580.0,2784877.0,49111.0,26807.0,557111.0,2874132.0,91177.0,1345038.0,1317375.0,764115.0,344555.0,133000.0,830.0,25502.0,208705.0,2.6,30048525.0,1143713.0,3212.0,15538.0,46521.0,2902113.0,40925.0,748443.0,140537.0,167658.0,1974105.0,25884.0,469188.0,313875.0,280355.0,127528.0,21058.0
Missouri,2021,6141534.0,38.8,3027741.0,3113793.0,4930466.0,695678.0,123406.0,271566.0,4729939.0,256802.0,5774402.0,61043.0,33770.0,762023.0,5967909.0,138820.0,3104195.0,2782081.0,1645433.0,788386.0,171800.0,886.0,61408.0,348262.0,2.46,63509750.0,2545513.0,30417.0,55963.0,244106.0,6035976.0,87904.0,1467746.0,213515.0,269109.0,4187819.0,38307.0,1083713.0,603260.0,789957.0,363092.0,54081.0
Montana,2021,1077978.0,40.0,545671.0,532307.0,938223.0,6236.0,8972.0,43877.0,841963.0,23561.0,1017612.0,60560.0,34423.0,131512.0,1053304.0,22303.0,552144.0,512553.0,301421.0,135060.0,263700.0,886.0,10535.0,76072.0,2.41,8743015.0,432983.0,3538.0,22075.0,48966.0,1063595.0,16034.0,245091.0,30059.0,44033.0,746462.0,3112.0,172411.0,121909.0,166825.0,57507.0,11228.0
Nebraska,2021,1951480.0,36.7,978863.0,972617.0,1630376.0,93358.0,48379.0,224693.0,1459667.0,145215.0,1821080.0,66644.0,35189.0,195455.0,1899516.0,34474.0,1052366.0,840802.0,511993.0,254894.0,174100.0,909.0,19830.0,73915.0,2.48,17653315.0,881498.0,5859.0,25109.0,76281.0,1923866.0,27606.0,513124.0,55952.0,69417.0,1275315.0,19563.0,281323.0,188989.0,274664.0,103385.0,17711.0
Nevada,2021,3059238.0,38.3,1541789.0,1517449.0,1799601.0,284412.0,255094.0,897415.0,2354593.0,586851.0,2877809.0,65686.0,34621.0,388814.0,3018139.0,109512.0,1549597.0,1269846.0,659671.0,482281.0,315900.0,1238.0,41917.0,127894.0,2.65,32115350.0,1206961.0,37328.0,22343.0,104254.0,3022441.0,57862.0,728516.0,115246.0,161480.0,2116718.0,40475.0,497592.0,359700.0,359703.0,134479.0,21184.0
New Hampshire,2021,1372175.0,43.0,683846.0,688329.0,1249067.0,21834.0,36625.0,55915.0,1109220.0,82895.0,1308666.0,83449.0,43877.0,98429.0,1330682.0,28947.0,769793.0,636480.0,387149.0,153349.0,288700.0,1212.0,13909.0,95982.0,2.46,17472340.0,615102.0,5137.0,17030.0,78457.0,1356149.0,8789.0,279561.0,29249.0,40978.0,986106.0,7085.0,228387.0,114589.0,230314.0,110986.0,15789.0
New Jersey,2021,9234024.0,40.0,4539311.0,4694713.0,5787873.0,1225321.0,900516.0,1924503.0,7182429.0,2115061.0,8703648.0,89703.0,46691.0,883896.0,9058493.0,304973.0,4905036.0,3738342.0,2168148.0,1229008.0,355700.0,1436.0,103831.0,341186.0,2.66,126284970.0,3363387.0,438123.0,115825.0,477228.0,9129337.0,85134.0,2151646.0,238198.0,350840.0,6411606.0,100246.0,1532767.0,687303.0,1611515.0,763884.0,107451.0
New Mexico,2021,2109366.0,38.3,1048448.0,1060918.0,1364638.0,44792.0,34313.0,1046411.0,1612171.0,193246.0,1988650.0,54020.0,29624.0,378896.0,2067620.0,63136.0,964460.0,937397.0,543834.0,253762.0,184800.0,897.0,19833.0,139801.0,2.59,18658375.0,776157.0,7140.0,16839.0,72922.0,2073219.0,28972.0,513400.0,70138.0,97115.0,1426639.0,19774.0,305573.0,241139.0,225538.0,127471.0,26763.0
New York,2021,20114745.0,39.2,9821711.0,10293034.0,12215118.0,3058846.0,1739196.0,3871753.0,15872052.0,4523896.0,18960369.0,75157.0,43208.0,2636823.0,19604130.0,642913.0,10331727.0,8449178.0,4095636.0,3434514.0,340600.0,1390.0,295456.0,919028.0,2.6,284720560.0,5438865.0,2333713.0,548993.0,899680.0,19878007.0,110456.0,4468432.0,398718.0,522196.0,14081080.0,329538.0,2992384.0,1466679.0,2996306.0,1706772.0,230140.0
North Carolina,2021,10367022.0,39.0,5067666.0,5299356.0,6865508.0,2193147.0,314690.0,1016730.0,7964568.0,845983.0,9773018.0,60516.0,34209.0,1379672.0,10092759.0,273629.0,5219602.0,4673933.0,2660519.0,1374165.0,197500.0,988.0,113951.0,639249.0,2.5,108494685.0,4158001.0,42121.0,79482.0,497939.0,10168317.0,134661.0,2449131.0,394801.0,553385.0,7084876.0,88587.0,1491885.0,1035671.0,1481848.0,621189.0,101138.0
North Dakota,2021,773344.0,35.2,397093.0,376251.0,656584.0,24349.0,12313.0,31926.0,581468.0,33955.0,719927.0,68131.0,37343.0,80390.0,749693.0,13152.0,424182.0,370111.0,199325.0,117217.0,209900.0,853.0,7595.0,53569.0,2.37,6686840.0,359613.0,2118.0,13022.0,23268.0,756614.0,13651.0,195555.0,21959.0,20958.0,503897.0,3823.0,110990.0,77820.0,112023.0,32085.0,5488.0
Ohio,2021,11769923.0,39.4,5800004.0,5969919.0,9374538.0,1452530.0,276828.0,480347.0,9129159.0,559518.0,11080797.0,61938.0,34526.0,1528963.0,11451346.0,314406.0,5981645.0,5232733.0,3165935.0,1588226.0,159900.0,870.0,122719.0,478572.0,2.41,120663915.0,4844948.0,71200.0,114274.0,448767.0,11601893.0,128927.0,2786475.0,266393.0,330547.0,8077453.0,78456.0,2324639.0,1059014.0,1483021.0,674554.0,95443.0
Oklahoma,2021,3948136.0,36.8,1964927.0,1983209.0,2752553.0,284536.0,88601.0,443914.0,2966269.0,239202.0,3695207.0,56956.0,30976.0,583853.0,3837807.0,94856.0,1902597.0,1741721.0,993391.0,510477.0,150800.0,862.0,38620.0,237853.0,2.56,36837710.0,1600499.0,5810.0,30563.0,112840.0,3869212.0,84897.0,1013280.0,208357.0,256385.0,2607741.0,30779.0,673014.0,399279.0,457256.0,173720.0,28424.0
Oregon,2021,4207177.0,39.6,2096429.0,2110748.0,3394838.0,77913.0,186724.0,570511.0,3329570.0,412382.0,3983562.0,70084.0,37816.0,498517.0,4128333.0,120586.0,2150814.0,1798864.0,1047165.0,610926.0,362200.0,1250.0,52909.0,140773.0,2.49,41155590.0,1543475.0,69095.0,68179.0,248699.0,4167351.0,32569.0,925154.0,104568.0,137203.0,2971396.0,34201.0,539294.0,498986.0,644813.0,275519.0,52146.0
Pennsylvania,2021,12970650.0,40.8,6394217.0,6576433.0,10153752.0,1425210.0,460932.0,1023055.0,10257753.0,924624.0,12269858.0,67587.0,37725.0,1482811.0,12568252.0,367296.0,6671309.0,5728788.0,3560917.0,1586866.0,197300.0,1013.0,128804.0,581005.0,2.44,149931285.0,4974963.0,289938.0,206977.0,602627.0,12771301.0,132019.0,2877751.0,255334.0,320335.0,9111497.0,98390.0,2727779.0,933141.0,1813647.0,859980.0,147464.0
Rhode Island,2021,1091949.0,40.0,534283.0,557666.0,841181.0,69398.0,37701.0,178673.0,874955.0,155580.0,1036579.0,74489.0,39603.0,118257.0,1050314.0,35428.0,592466.0,481168.0,265851.0,160918.0,292600.0,1097.0,14964.0,54399.0,2.46,12598495.0,462707.0,11077.0,16110.0,43440.0,1075869.0,5963.0,229310.0,18855.0,21474.0,766615.0,12521.0,178129.0,89176.0,160523.0,77992.0,14042.0
South Carolina,2021,5078903.0,39.8,2474059.0,2604844.0,3334961.0,1328691.0,83441.0,306230.0,3933695.0,263917.0,4793431.0,58234.0,32823.0,718345.0,4946116.0,130624.0,2479690.0,2325248.0,1390017.0,586430.0,181800.0,970.0,47120.0,348801.0,2.51,54119450.0,2051744.0,11032.0,42783.0,165295.0,4984554.0,61212.0,1174555.0,190301.0,266331.0,3507171.0,39318.0,851802.0,492704.0,653988.0,288540.0,43028.0
South Dakota,2021,881785.0,37.1,446461.0,435324.0,728526.0,19300.0,12677.0,37618.0,660105.0,33705.0,822247.0,63920.0,33468.0,106291.0,853175.0,14841.0,466180.0,391857.0,236677.0,109102.0,187800.0,809.0,8900.0,46078.0,2.46,7097070.0,386790.0,1861.0,14623.0,34241.0,865054.0,15272.0,229449.0,32368.0,34939.0,580235.0,4431.0,147811.0,83685.0,119331.0,38009.0,6515.0
Tennessee,2021,6859497.0,38.8,3362099.0,3497398.0,5198206.0,1130608.0,125581.0,395967.0,5306690.0,365400.0,6453630.0,58516.0,32908.0,955929.0,6692912.0,179568.0,3399281.0,3011124.0,1783274.0,881517.0,193700.0,951.0,72936.0,346333.0,2.52,73977690.0,2808838.0,17073.0,38772.0,253433.0,6756567.0,83726.0,1619338.0,246345.0,344066.0,4708480.0,51894.0,1217869.0,661043.0,859255.0,356100.0,64554.0
Texas,2021,28862581.0,35.0,14398171.0,14464410.0,18566027.0,3499862.0,1452713.0,11479932.0,21313838.0,4904169.0,26903358.0,67321.0,34255.0,3965117.0,28260264.0,771586.0,14492816.0,11433880.0,6391061.0,3848280.0,202600.0,1146.0,329861.0,1194539.0,2.76,325335260.0,11668332.0,152475.0,196328.0,1230833.0,28410863.0,906070.0,7857487.0,1813045.0,2210623.0,18619469.0,428003.0,3747907.0,2763475.0,3791665.0,1522588.0,229386.0
Utah,2021,3231370.0,31.3,1633843.0,1597527.0,2704561.0,38545.0,75530.0,465832.0,2279969.0,273434.0,2985731.0,79133.0,33378.0,278486.0,3182692.0,58170.0,1653818.0,1133558.0,729074.0,304577.0,339700.0,1171.0,28153.0,99907.0,3.08,30471650.0,1295845.0,30782.0,33909.0,185149.0,3205178.0,72186.0,998054.0,100876.0,112291.0,1921860.0,18794.0,377270.0,330269.0,450953.0,166433.0,27835.0
Vermont,2021,641637.0,42.7,318533.0,323104.0,596282.0,8166.0,10759.0,13368.0,521836.0,28005.0,612469.0,67674.0,37903.0,64962.0,617101.0,13668.0,349819.0,333519.0,189152.0,73362.0,240600.0,1070.0,6891.0,71005.0,2.35,6776230.0,266114.0,3266.0,16342.0,37597.0,635583.0,2094.0,129245.0,9538.0,13803.0,454463.0,2630.0,113463.0,50573.0,110000.0,54302.0,9583.0
Virginia,2021,8582479.0,38.5,4245281.0,4337198.0,5574307.0,1631941.0,578210.0,840248.0,6559680.0,1076919.0,8080985.0,80615.0,43267.0,828664.0,8337068.0,202807.0,4552635.0,3596100.0,2164967.0,1083561.0,295500.0,1326.0,91359.0,347572.0,2.57,106607620.0,3466316.0,146755.0,95270.0,487223.0,8357984.0,98197.0,2011571.0,233418.0,314563.0,5882521.0,74749.0,1173844.0,742824.0,1338831.0,762490.0,115612.0
Washington,2021,7617364.0,37.9,3831964.0,3785400.0,5465011.0,293401.0,682711.0,1007881.0,5878259.0,1116529.0,7167821.0,82400.0,43817.0,746904.0,7478757.0,198259.0,3958572.0,3170695.0,1864897.0,1066944.0,397600.0,1439.0,99731.0,238854.0,2.55,88785350.0,2824237.0,190821.0,120682.0,463327.0,7502835.0,51906.0,1773109.0,182926.0,233713.0,5278652.0,70975.0,946464.0,799043.0,1217575.0,544325.0,85980.0
West Virginia,2021,1801049.0,42.6,896723.0,904326.0,1658405.0,61143.0,13882.0,30196.0,1432486.0,28864.0,1707826.0,50884.0,28761.0,295632.0,1751049.0,50277.0,788433.0,859437.0,525945.0,185407.0,128800.0,770.0,13908.0,148085.0,2.47,17715575.0,648039.0,5101.0,19578.0,40915.0,1773559.0,11629.0,389305.0,42395.0,58655.0,1277914.0,10840.0,432304.0,157851.0,165975.0,81546.0,13169.0
Wisconsin,2021,5871661.0,39.6,2937621.0,2934040.0,4894019.0,372439.0,166670.0,424598.0,4575020.0,295065.0,5542337.0,67080.0,36754.0,610632.0,5726939.0,109017.0,3127362.0,2718369.0,1619704.0,782114.0,200400.0,916.0,62147.0,316551.0,2.39,60307225.0,2548267.0,40337.0,84307.0,252208.0,5802929.0,53419.0,1374228.0,119403.0,142446.0,4027685.0,37230.0,1070081.0,545738.0,833670.0,312037.0,52306.0
Wyoming,2021,576641.0,38.2,295204.0,281437.0,511179.0,5242.0,5046.0,59185.0,438739.0,19660.0,542379.0,68002.0,36288.0,60482.0,563382.0,12464.0,300833.0,271818.0,165359.0,65294.0,237900.0,878.0,5148.0,41165.0,2.44,4746280.0,244937.0,2527.0,9824.0,19112.0,567043.0,13231.0,141812.0,23579.0,29158.0,390162.0,2706.0,90197.0,65427.0,69809.0,30947.0,4534.0
Puerto Rico,2021,3311274.0,43.1,1571861.0,1739413.0,1693651.0,329651.0,6263.0,3270361.0,2711129.0,91468.0,3188859.0,21967.0,14047.0,1400997.0,3283051.0,180168.0,1238879.0,1553791.0,814154.0,382636.0,111800.0,505.0,18223.0,357001.0,2.74,28209420.0,928328.0,13698.0,25891.0,42947.0,3285816.0,20836.0,641143.0,82936.0,114259.0,2399112.0,56393.0,618395.0,251268.0,469856.0,129632.0,28977.0
