State,Year,Total_Population,Median_Age,Male_Population,Female_Population,White_Population,Black_Population,Asian_Population,Hispanic_Population,Veteran_Status,Foreign_Born_Population,Non_English_Speakers,Median_Household_Income,Per_Capita_Income,Population_in_Poverty,Total_Population_for_Poverty,Unemployed_Population,Labor_Force_Population,Total_Households,Owner_Occupied_Homes,Renter_Occupied_Homes,Median_Home_Value,Median_Rent,Cost_Burdened_Households,Vacancy_Rate,Average_Household_Size,Mean_Travel_Time,Car_Commute,Public_Transit_Commute,Walk_Commute,Work_From_Home,Total_Insured_Population,Total_Uninsured_Population,Private_Insurance,Public_Insurance,No_Health_Insurance,Total_Population_25_Over,Less_Than_HS,High_School_Graduate,Some_College,Associates_Degree,Bachelors_Degree,Graduate_Degree
Hawaii,2014,1392704.0,38.2,701406.0,691298.0,350634.0,26913.0,529907.0,133485.0,1046610.0,249280.0,1302601.0,68201.0,29552.0,153752.0,1355375.0,46285.0,731400.0,524852.0,257315.0,192984.0,504500.0,1417.0,16956.0,74553.0,3.0,16851305.0,539241.0,43773.0,31187.0,30087.0,1340207.0,10354.0,306259.0,35812.0,41457.0,950863.0,10484.0,244864.0,158592.0,191712.0,64657.0,12638.0
Illinois,2014,12868747.0,37.0,6313324.0,6555423.0,9331376.0,1849054.0,627402.0,2095495.0,9796516.0,1786926.0,12058076.0,57166.0,30019.0,1810470.0,12566139.0,669561.0,6718857.0,5299433.0,3194707.0,1583926.0,175700.0,903.0,129653.0,520800.0,2.63,160006720.0,4867642.0,528753.0,186381.0,248494.0,12690056.0,115977.0,3050710.0,665842.0,762186.0,8560555.0,98533.0,2005096.0,1246540.0,1688420.0,757345.0,102400.0
Indiana,2014,6542411.0,37.2,3220649.0,3321762.0,5519313.0,598423.0,114674.0,411536.0,4947232.0,312685.0,6118355.0,48737.0,24953.0,983826.0,6342824.0,290469.0,3288362.0,2811617.0,1730954.0,761229.0,122700.0,741.0,62296.0,319434.0,2.55,66194275.0,2711377.0,31259.0,61470.0,96253.0,6442787.0,129517.0,1588200.0,363542.0,391588.0,4287819.0,39423.0,1283193.0,611241.0,647692.0,268080.0,41235.0
Iowa,2014,3078116.0,38.0,1526116.0,1552000.0,2813097.0,95716.0,59726.0,163110.0,2350916.0,143710.0,2881441.0,52716.0,27621.0,373867.0,2978240.0,89414.0,1653714.0,1348151.0,884984.0,347244.0,126300.0,689.0,26669.0,115923.0,2.42,27609825.0,1370854.0,16416.0,53964.0,70787.0,3033245.0,28468.0,723081.0,110463.0,106699.0,2038942.0,14295.0,580554.0,286865.0,366812.0,117991.0,22164.0
Kansas,2014,2882946.0,36.0,1433243.0,1449703.0,2457815.0,167220.0,72568.0,316141.0,2140767.0,195894.0,2680197.0,51872.0,27367.0,386062.0,2799551.0,97951.0,1507003.0,1240529.0,746789.0,365546.0,129400.0,748.0,29377.0,128194.0,2.52,25348905.0,1267876.0,6495.0,32854.0,57938.0,2824176.0,46292.0,723446.0,147840.0,147520.0,1861894.0,15540.0,426851.0,300116.0,370031.0,147219.0,21229.0
Kentucky,2014,4383272.0,38.3,2156251.0,2227021.0,3845535.0,345035.0,53448.0,139636.0,3349513.0,147809.0,4105496.0,43342.0,23741.0,803866.0,4248233.0,192877.0,2079258.0,1938836.0,1152012.0,550223.0,121600.0,667.0,42738.0,236601.0,2.5,40739125.0,1704961.0,19839.0,40907.0,57766.0,4296790.0,56109.0,1016118.0,245991.0,262128.0,2939709.0,32662.0,788478.0,413002.0,377949.0,188011.0,26453.0
Louisiana,2014,4601049.0,36.0,2250251.0,2350798.0,2890570.0,1477781.0,75409.0,210524.0,3470613.0,181642.0,4289725.0,44991.0,24775.0,874638.0,4470780.0,189644.0,2206928.0,1988460.0,1139756.0,579120.0,140400.0,786.0,43150.0,269584.0,2.6,48177365.0,1818917.0,26485.0,37557.0,45918.0,4497703.0,61930.0,1113696.0,325253.0,356010.0,3010828.0,39694.0,863755.0,482375.0,441765.0,150807.0,27441.0
Maine,2014,1328535.0,43.5,649601.0,678934.0,1262817.0,14865.0,14610.0,18592.0,1061390.0,47129.0,1262456.0,48804.0,27332.0,179878.0,1293316.0,51931.0,700142.0,724685.0,395074.0,158012.0,173600.0,772.0,14232.0,171599.0,2.34,14080060.0,559384.0,4061.0,24784.0,33871.0,1314350.0,14170.0,264858.0,49120.0,73100.0,947959.0,5709.0,268246.0,131768.0,173294.0,68173.0,11478.0
Maryland,2014,5887776.0,38.1,2851238.0,3036538.0,3418336.0,1737155.0,344956.0,515724.0,4512513.0,837401.0,5520665.0,74149.0,36670.0,573383.0,5746140.0,257918.0,3233680.0,2399375.0,1445880.0,710103.0,287500.0,1218.0,64820.0,243392.0,2.67,89776835.0,2429264.0,260119.0,68054.0,122168.0,5793471.0,54197.0,1347137.0,243666.0,263331.0,3973193.0,40294.0,904381.0,539631.0,805699.0,462118.0,97584.0
Massachusetts,2014,6657291.0,39.3,3224430.0,3432861.0,5326774.0,465792.0,384642.0,681824.0,5250153.0,1017366.0,6291888.0,67846.0,36441.0,742784.0,6424688.0,309050.0,3667612.0,2816875.0,1580938.0,957547.0,329900.0,1088.0,90699.0,278390.0,2.53,88904230.0,2618811.0,311072.0,155546.0,145980.0,6578631.0,21177.0,1399175.0,115033.0,113401.0,4561346.0,63680.0,1033017.0,515550.0,1030633.0,555666.0,109687.0
Michigan,2014,9889024.0,39.3,4854677.0,5034347.0,7829621.0,1383205.0,258567.0,457109.0,7610960.0,610522.0,9310047.0,49087.0,26143.0,1633316.0,9667444.0,554747.0,4852108.0,4532719.0,2738012.0,1089868.0,120200.0,780.0,86686.0,704839.0,2.52,97570945.0,3844285.0,59087.0,91329.0,152941.0,9777157.0,90054.0,2270569.0,456545.0,513903.0,6619834.0,71758.0,1734029.0,1072602.0,1068984.0,499269.0,71017.0
Minnesota,2014,5383661.0,37.6,2674354.0,2709307.0,4585781.0,290545.0,230798.0,264265.0,4101568.0,403545.0,5033752.0,60828.0,31642.0,605761.0,5260351.0,192010.0,2976014.0,2364149.0,1525201.0,590136.0,185200.0,835.0,51681.0,248812.0,2.48,59699375.0,2374468.0,95068.0,77257.0,141703.0,5325251.0,69110.0,1277832.0,179132.0,169902.0,3599228.0,35915.0,838954.0,555349.0,801653.0,273587.0,44713.0
Mississippi,2014,2984345.0,36.3,1448840.0,1535505.0,1769693.0,1113652.0,28067.0,84073.0,2230110.0,66971.0,2782892.0,39464.0,20956.0,653726.0,2887236.0,147210.0,1356974.0,1284794.0,752825.0,339802.0,100800.0,714.0,25132.0,192167.0,2.64,27801145.0,1116791.0,4903.0,18695.0,26640.0,2916635.0,54400.0,741019.0,211484.0,222431.0,1929591.0,27127.0,469810.0,329786.0,248884.0,103269.0,17222.0
Missouri,2014,6028076.0,38.1,2953719.0,3074357.0,4991914.0,695813.0,101772.0,226388.0,4601619.0,235995.0,5648803.0,47764.0,26006.0,912291.0,5847086.0,254534.0,3054519.0,2723417.0,1604282.0,756950.0,136700.0,740.0,61328.0,362185.0,2.48,60723870.0,2500021.0,40785.0,54235.0,116894.0,5914681.0,95396.0,1402070.0,315309.0,347722.0,4028930.0,31490.0,1079905.0,619617.0,672563.0,289158.0,44714.0
Montana,2014,1006370.0,39.8,505536.0,500834.0,899503.0,4563.0,6651.0,31902.0,779290.0,20520.0,945268.0,46766.0,25977.0,150096.0,981707.0,35284.0,519814.0,486782.0,276201.0,131596.0,187600.0,696.0,10386.0,78985.0,2.4,8090670.0,405394.0,4004.0,22657.0,30226.0,991001.0,23528.0,222700.0,61816.0,79278.0,683960.0,2850.0,171310.0,125515.0,135759.0,42640.0,8334.0
Nebraska,2014,1855617.0,36.2,921597.0,934020.0,1637794.0,86423.0,35696.0,180448.0,1388416.0,120417.0,1725169.0,52400.0,27339.0,231762.0,1801893.0,54785.0,1016841.0,805256.0,486036.0,245311.0,130100.0,721.0,19489.0,73909.0,2.47,16455440.0,858564.0,6514.0,26232.0,42068.0,1827507.0,25986.0,461286.0,87181.0,87396.0,1205229.0,12149.0,293816.0,194591.0,235747.0,78898.0,14064.0
Nevada,2014,2761584.0,36.9,1390921.0,1370663.0,1935379.0,229638.0,207610.0,752049.0,2091341.0,527035.0,2581007.0,52205.0,26515.0,423578.0,2722641.0,166167.0,1415924.0,1185232.0,559911.0,446047.0,167100.0,980.0,38219.0,179274.0,2.71,28253885.0,1090672.0,43956.0,25339.0,40014.0,2726356.0,97760.0,660086.0,209396.0,239478.0,1847920.0,26266.0,457088.0,346038.0,274707.0,97428.0,15197.0
New Hampshire,2014,1321069.0,41.8,651809.0,669260.0,1239543.0,16293.0,30560.0,40301.0,1043970.0,73412.0,1254493.0,65986.0,33821.0,113374.0,1280899.0,48029.0,742731.0,617286.0,369160.0,150420.0,237400.0,1001.0,14277.0,97706.0,2.46,16933080.0,603835.0,5752.0,19736.0,39153.0,1306315.0,11081.0,275221.0,53048.0,69439.0,919033.0,5525.0,230715.0,118867.0,197937.0,88205.0,13540.0
New Jersey,2014,8874374.0,39.3,4326518.0,4547856.0,6094052.0,1201339.0,779841.0,1649784.0,6831320.0,1904405.0,8338503.0,72062.0,36359.0,934665.0,8699566.0,453097.0,4695156.0,3572138.0,2073915.0,1114583.0,319900.0,1188.0,94217.0,383640.0,2.72,122430445.0,3324938.0,452797.0,125477.0,163110.0,8766669.0,105619.0,2031951.0,440906.0,532491.0,6052621.0,75464.0,1589736.0,722906.0,1362013.0,602487.0,89508.0
New Mexico,2014,2080085.0,36.8,1029757.0,1050328.0,1521876.0,42515.0,28578.0,978189.0,1560682.0,205881.0,1940063.0,44968.0,23948.0,426116.0,2039574.0,93106.0,977579.0,907233.0,521278.0,243406.0,159300.0,774.0,19010.0,142549.0,2.66,17968515.0,780388.0,9977.0,19476.0,41602.0,2046051.0,43190.0,509906.0,153578.0,168423.0,1360013.0,18614.0,297629.0,242652.0,201686.0,107547.0,24483.0
New York,2014,19594330.0,38.1,9495978.0,10098352.0,12733518.0,3060048.0,1522549.0,3559644.0,15298282.0,4375945.0,18424072.0,58687.0,32829.0,2978521.0,19082682.0,893092.0,10054448.0,8153309.0,3906991.0,3348537.0,283700.0,1117.0,286404.0,897781.0,2.62,274095440.0,5406823.0,2452313.0,569569.0,352121.0,19342657.0,171349.0,4263500.0,911998.0,941916.0,13329734.0,241435.0,3091743.0,1555550.0,2544961.0,1396536.0,186554.0
North Carolina,2014,9750405.0,37.8,4750366.0,5000039.0,6784901.0,2093389.0,231830.0,848597.0,7380446.0,741235.0,9132159.0,46693.0,25608.0,1669147.0,9496939.0,505668.0,4879118.0,4385668.0,2461741.0,1280773.0,153600.0,790.0,104306.0,643154.0,2.54,96930410.0,3908488.0,47796.0,76009.0,191860.0,9551760.0,155453.0,2281113.0,606009.0,710330.0,6495047.0,80704.0,1462439.0,1005626.0,1185011.0,442291.0,80101.0
North Dakota,2014,704925.0,35.9,358862.0,346063.0,628770.0,10781.0,8124.0,18250.0,541559.0,20555.0,658055.0,55579.0,30894.0,80865.0,679912.0,12213.0,397250.0,332010.0,190620.0,101996.0,142000.0,676.0,6768.0,39394.0,2.32,6112485.0,336620.0,2067.0,14622.0,19402.0,690161.0,11074.0,157899.0,27545.0,26576.0,458527.0,2615.0,108382.0,78181.0,90032.0,24064.0,4848.0
Ohio,2014,11560380.0,39.1,5651577.0,5908803.0,9549343.0,1407493.0,208725.0,379542.0,8877924.0,469191.0,10860292.0,48849.0,26520.0,1790564.0,11243508.0,536573.0,5848381.0,5135173.0,3056206.0,1513809.0,129600.0,729.0,120700.0,565158.0,2.46,115993055.0,4756218.0,84385.0,118668.0,182497.0,11386433.0,142360.0,2669788.0,487645.0,599058.0,7781111.0,66013.0,2384432.0,1073537.0,1252463.0,537384.0,81230.0
Oklahoma,2014,3818851.0,36.2,1891526.0,1927325.0,2799122.0,277007.0,71396.0,357916.0,2858854.0,214781.0,3553984.0,46235.0,24695.0,625508.0,3704019.0,124804.0,1843140.0,1680457.0,964573.0,485544.0,115000.0,717.0,36615.0,230340.0,2.56,34445895.0,1563766.0,8100.0,30203.0,60244.0,3737426.0,92280.0,939703.0,272450.0,293667.0,2489023.0,21963.0,663696.0,416154.0,396647.0,139633.0,22557.0
Oregon,2014,3900343.0,38.9,1929053.0,1971290.0,3317668.0,70700.0,152259.0,473729.0,3037515.0,383986.0,3668536.0,50521.0,27173.0,638816.0,3823874.0,206222.0,1961375.0,1685814.0,936806.0,586182.0,234100.0,894.0,48426.0,162826.0,2.5,36420320.0,1403449.0,74092.0,69951.0,108886.0,3861453.0,56269.0,858892.0,233292.0,263861.0,2677376.0,27209.0,535347.0,486771.0,505798.0,208552.0,37356.0
Pennsylvania,2014,12758729.0,40.4,6230805.0,6527924.0,10449680.0,1395718.0,377735.0,784562.0,10013055.0,782103.0,12038788.0,53115.0,28912.0,1667858.0,12346333.0,556468.0,6508402.0,5578393.0,3446230.0,1511506.0,164900.0,832.0,121952.0,620657.0,2.49,146321790.0,4977136.0,320222.0,224476.0,226905.0,12553967.0,141625.0,2733362.0,495376.0,548738.0,8764740.0,85128.0,2872856.0,957687.0,1502205.0,680881.0,115989.0
Rhode Island,2014,1053252.0,39.7,509826.0,543426.0,856605.0,66827.0,32994.0,139832.0,832510.0,138018.0,997740.0,56423.0,30765.0,143996.0,1012806.0,53761.0,568439.0,462930.0,246829.0,162740.0,241200.0,923.0,16058.0,53361.0,2.47,11497290.0,442685.0,14403.0,18737.0,17452.0,1037156.0,9608.0,217046.0,49338.0,49227.0,716161.0,11943.0,163705.0,93872.0,134617.0,63910.0,11182.0
South Carolina,2014,4727273.0,38.3,2298320.0,2428953.0,3176381.0,1305347.0,63199.0,248459.0,3615473.0,226453.0,4431805.0,45033.0,24222.0,840141.0,4586819.0,242145.0,2306384.0,2160383.0,1232154.0,563561.0,137600.0,784.0,43556.0,364668.0,2.56,46304345.0,1860612.0,12322.0,42556.0,73006.0,4628136.0,81799.0,1077009.0,299550.0,352278.0,3163095.0,38069.0,809044.0,473790.0,511586.0,213779.0,31671.0
South Dakota,2014,834708.0,36.8,419494.0,415214.0,712496.0,12642.0,9433.0,26459.0,625747.0,24400.0,775405.0,50338.0,26311.0,114444.0,805676.0,21364.0,450131.0,369186.0,222589.0,104512.0,135700.0,648.0,7821.0,42085.0,2.45,6715765.0,371598.0,2107.0,17385.0,22972.0,816989.0,13183.0,204798.0,39818.0,39034.0,544604.0,3101.0,147632.0,86712.0,101655.0,30412.0,5764.0
Tennessee,2014,6451365.0,38.3,3143195.0,3308170.0,5029109.0,1082001.0,98441.0,309828.0,4942528.0,304795.0,6049244.0,44621.0,24811.0,1121344.0,6290532.0,296819.0,3149077.0,2839142.0,1669953.0,817396.0,139900.0,757.0,66779.0,351793.0,2.53,65535810.0,2598412.0,22585.0,36894.0,98754.0,6350480.0,81172.0,1489325.0,350064.0,429440.0,4336243.0,50173.0,1168434.0,637881.0,676462.0,262719.0,49955.0
Texas,2014,26092033.0,33.9,12949685.0,13142348.0,19499105.0,3094227.0,1067008.0,9962643.0,19004447.0,4296948.0,24151280.0,52576.0,26513.0,4500034.0,25478976.0,982580.0,12889163.0,10187189.0,5652542.0,3361040.0,131400.0,870.0,276382.0,1173607.0,2.83,282749995.0,10632358.0,182962.0,188810.0,474294.0,25613334.0,881181.0,6979160.0,2290445.0,2383766.0,16426730.0,317719.0,3390961.0,2694132.0,2948330.0,1079436.0,172482.0
Vermont,2014,626358.0,42.2,308506.0,317852.0,595385.0,6435.0,8200.0,10226.0,500840.0,26180.0,595620.0,54447.0,29535.0,72044.0,601671.0,21643.0,347486.0,324332.0,182417.0,74835.0,216200.0,889.0,7169.0,67080.0,2.34,6584210.0,268289.0,3809.0,17766.0,22011.0,620279.0,3090.0,124685.0,17298.0,20707.0,434995.0,2247.0,117199.0,52698.0,92347.0,43330.0,7587.0
Utah,2014,2858111.0,29.9,1436648.0,1421463.0,2515352.0,31163.0,60631.0,379454.0,1964784.0,239684.0,2600897.0,59846.0,24312.0,358682.0,2811097.0,95738.0,1399952.0,999734.0,624605.0,271589.0,212500.0,875.0,24246.0,103540.0,3.14,26365225.0,1131168.0,30823.0,32668.0,62601.0,2831323.0,90083.0,885605.0,166946.0,144584.0,1642728.0,11768.0,336406.0,321599.0,336426.0,117949.0,22383.0
Virginia,2014,8185131.0,37.6,4022624.0,4162507.0,5668363.0,1577943.0,475632.0,687265.0,6214266.0,948484.0,7673811.0,64792.0,33958.0,914237.0,7939332.0,293310.0,4338606.0,3403241.0,2028244.0,1013466.0,243500.0,1108.0,88519.0,361531.0,2.61,105303880.0,3449912.0,178442.0,94518.0,181793.0,7972925.0,108863.0,1858957.0,403855.0,445098.0,5501125.0,64261.0,1165535.0,773072.0,1140878.0,603678.0,90083.0
Washington,2014,6899123.0,37.4,3443508.0,3455615.0,5392302.0,250484.0,518072.0,809998.0,5260395.0,920694.0,6455316.0,60294.0,31233.0,916364.0,6765200.0,308955.0,3551870.0,2921364.0,1658540.0,986856.0,257200.0,995.0,88935.0,275968.0,2.55,77631055.0,2634542.0,187675.0,110647.0,171344.0,6792627.0,88903.0,1588492.0,392890.0,389351.0,4645804.0,52870.0,903317.0,793926.0,956333.0,386379.0,64271.0
West Virginia,2014,1853881.0,41.6,914580.0,939301.0,1735816.0,59129.0,13144.0,24061.0,1469027.0,27540.0,1750837.0,41576.0,23237.0,326225.0,1799412.0,67035.0,821389.0,883197.0,541607.0,200752.0,100200.0,630.0,14575.0,140838.0,2.43,18337360.0,681678.0,5501.0,20967.0,20879.0,1824283.0,16102.0,382462.0,102714.0,120760.0,1298614.0,10946.0,444839.0,162665.0,150406.0,66496.0,10298.0
Wisconsin,2014,5724692.0,38.8,2842050.0,2882642.0,4965198.0,357758.0,137404.0,355292.0,4405400.0,268424.0,5377408.0,52738.0,27907.0,738557.0,5571083.0,221662.0,3076311.0,2635602.0,1551769.0,741481.0,165900.0,772.0,60317.0,342352.0,2.43,58764885.0,2497428.0,51694.0,93260.0,114485.0,5649703.0,60079.0,1314966.0,209853.0,217207.0,3850995.0,32094.0,1110327.0,551667.0,697041.0,258609.0,40133.0
Wyoming,2014,575251.0,36.8,293467.0,281784.0,522535.0,5958.0,5377.0,54181.0,435871.0,19336.0,536319.0,58252.0,29381.0,65271.0,561187.0,15950.0,310018.0,265195.0,156289.0,69225.0,189300.0,778.0,4912.0,39681.0,2.49,5032765.0,253056.0,4645.0,10821.0,13413.0,565737.0,9988.0,136360.0,32658.0,37429.0,381098.0,1080.0,91962.0,71468.0,64017.0,22240.0,4584.0
Puerto Rico,2014,3638965.0,38.1,1742904.0,1896061.0,2533581.0,290999.0,11484.0,3601918.0,2801303.0,100703.0,3433930.0,19686.0,11331.0,1630965.0,3604637.0,242808.0,1325326.0,1553611.0,862198.0,379256.0,121700.0,462.0,19022.0,312157.0,2.9,30132660.0,933960.0,27691.0,36095.0,22553.0,3612464.0,32319.0,835555.0,98287.0,124325.0,2431475.0,67315.0,581209.0,263119.0,414281.0,108026.0,21138.0
