State,Year,Total_Population,Median_Age,Male_Population,Female_Population,White_Population,Black_Population,Asian_Population,Hispanic_Population,Veteran_Status,Foreign_Born_Population,Non_English_Speakers,Median_Household_Income,Per_Capita_Income,Population_in_Poverty,Total_Population_for_Poverty,Unemployed_Population,Labor_Force_Population,Total_Households,Owner_Occupied_Homes,Renter_Occupied_Homes,Median_Home_Value,Median_Rent,Cost_Burdened_Households,Vacancy_Rate,Average_Household_Size,Mean_Travel_Time,Car_Commute,Public_Transit_Commute,Walk_Commute,Work_From_Home,Total_Insured_Population,Total_Uninsured_Population,Private_Insurance,Public_Insurance,No_Health_Insurance,Total_Population_25_Over,Less_Than_HS,High_School_Graduate,Some_College,Associates_Degree,Bachelors_Degree,Graduate_Degree
Georgia,2022,10722325.0,37.2,5244476.0,5477849.0,5820019.0,3373948.0,465487.0,1078457.0,8153384.0,1119366.0,10087026.0,71355.0,37836.0,1415573.0,10462430.0,280651.0,5406476.0,4426780.0,2565877.0,1380613.0,245900.0,1221.0,113174.0,480290.0,2.65,125025400.0,4165847.0,74368.0,66368.0,614400.0,10531900.0,193207.0,2671220.0,510309.0,643039.0,7158620.0,116098.0,1611827.0,985474.0,1464589.0,669304.0,108680.0
Hawaii,2022,1450589.0,39.9,732060.0,718529.0,333296.0,28665.0,538970.0,159023.0,1095872.0,261370.0,1366037.0,94814.0,42683.0,135941.0,1414636.0,35913.0,760387.0,560873.0,298816.0,185090.0,764800.0,1868.0,16965.0,76967.0,2.92,17217230.0,565994.0,30495.0,29587.0,56305.0,1390760.0,9112.0,320337.0,19700.0,24091.0,1022529.0,12474.0,244486.0,145130.0,227243.0,85984.0,16217.0
Idaho,2022,1854109.0,36.9,933728.0,920381.0,1574859.0,12781.0,24987.0,242236.0,1394070.0,106411.0,1741533.0,70214.0,34919.0,198788.0,1805238.0,34154.0,912877.0,758877.0,486279.0,189044.0,331600.0,1061.0,16343.0,83554.0,2.67,16459620.0,724204.0,5443.0,23016.0,93399.0,1827859.0,29501.0,487152.0,63174.0,83864.0,1212296.0,13404.0,259629.0,205764.0,244372.0,85760.0,15407.0
Illinois,2022,12757634.0,38.7,6313019.0,6444615.0,8388659.0,1774605.0,738071.0,2275704.0,9917688.0,1804681.0,12036469.0,78433.0,43198.0,1467893.0,12478664.0,397747.0,6697663.0,5427357.0,3312809.0,1655952.0,239100.0,1179.0,134162.0,458596.0,2.51,154142485.0,4710875.0,434228.0,165816.0,746578.0,12588498.0,100979.0,2995290.0,319620.0,444889.0,8746416.0,139881.0,1899480.0,1149453.0,1924339.0,938097.0,130899.0
Indiana,2022,6784403.0,38.0,3366798.0,3417605.0,5426227.0,640752.0,168899.0,510984.0,5202053.0,377934.0,6374830.0,67173.0,35578.0,810702.0,6589135.0,154602.0,3446205.0,2931710.0,1860566.0,793030.0,183600.0,967.0,66249.0,278114.0,2.49,70930795.0,2828334.0,23755.0,64135.0,264326.0,6687996.0,103755.0,1677060.0,186641.0,225154.0,4532091.0,56042.0,1258288.0,579487.0,815853.0,342003.0,52190.0
Iowa,2022,3188836.0,38.4,1598555.0,1590281.0,2769619.0,120619.0,78940.0,208637.0,2455422.0,178537.0,2999039.0,70571.0,37949.0,343141.0,3088999.0,64695.0,1695226.0,1417064.0,922684.0,367455.0,181600.0,914.0,27533.0,126925.0,2.4,28493995.0,1369905.0,12308.0,47290.0,148422.0,3142658.0,22751.0,777130.0,58493.0,68854.0,2131202.0,20405.0,568254.0,277459.0,433380.0,148289.0,27629.0
Kansas,2022,2935922.0,37.1,1474948.0,1460974.0,2341473.0,163581.0,88513.0,369970.0,2214307.0,207290.0,2755439.0,69747.0,38108.0,329870.0,2848334.0,60636.0,1533709.0,1278548.0,767875.0,380760.0,189300.0,986.0,30433.0,129913.0,2.48,25744330.0,1249206.0,6334.0,32796.0,137690.0,2874745.0,38453.0,745373.0,96113.0,119612.0,1926520.0,25436.0,415315.0,276328.0,417263.0,185313.0,27522.0
Kentucky,2022,4502935.0,39.1,2234041.0,2268894.0,3816997.0,360184.0,69187.0,180481.0,3477871.0,184109.0,4236382.0,60183.0,33515.0,704758.0,4372749.0,108558.0,2147538.0,1999202.0,1205067.0,564035.0,177000.0,902.0,41877.0,230100.0,2.48,43874500.0,1756272.0,14607.0,39648.0,158544.0,4422514.0,44129.0,1068546.0,95663.0,117573.0,3067109.0,36539.0,806274.0,408299.0,478134.0,241185.0,35681.0
Louisiana,2022,4640546.0,37.6,2275349.0,2365197.0,2758714.0,1464582.0,80363.0,255584.0,3539148.0,196671.0,4350704.0,57852.0,32981.0,842038.0,4513793.0,142144.0,2180175.0,2080371.0,1185633.0,579631.0,198300.0,996.0,43707.0,315107.0,2.56,48590975.0,1775708.0,20087.0,38432.0,124350.0,4543264.0,47779.0,1142561.0,134716.0,179095.0,3121146.0,43616.0,854193.0,466913.0,519481.0,206717.0,33039.0
Maine,2022,1366949.0,44.8,674230.0,692719.0,1261284.0,21775.0,15071.0,25898.0,1113941.0,51907.0,1303767.0,68251.0,39718.0,145491.0,1329454.0,28762.0,714333.0,741803.0,426239.0,153933.0,244800.0,1009.0,14753.0,161631.0,2.29,14349275.0,550797.0,2999.0,24157.0,82678.0,1349575.0,12963.0,267575.0,32832.0,49997.0,1005961.0,6442.0,261945.0,128129.0,214733.0,90861.0,15603.0
Maryland,2022,6161707.0,39.1,3002896.0,3158811.0,3154247.0,1841926.0,399736.0,672905.0,4769843.0,965638.0,5803168.0,98461.0,49865.0,558567.0,6034320.0,168965.0,3331958.0,2531075.0,1564056.0,754068.0,380500.0,1598.0,65265.0,212951.0,2.6,84650040.0,2357924.0,171785.0,59507.0,454814.0,6070969.0,54783.0,1443557.0,126020.0,170807.0,4260095.0,68023.0,885579.0,513329.0,952916.0,590587.0,119364.0
Massachusetts,2022,6984205.0,39.8,3419339.0,3564866.0,5075525.0,498785.0,487600.0,879296.0,5611932.0,1227846.0,6632997.0,96505.0,53513.0,672361.0,6772292.0,206164.0,3882906.0,2999314.0,1711341.0,1029654.0,483900.0,1588.0,95500.0,258319.0,2.46,90231105.0,2560398.0,271923.0,154993.0,526380.0,6918700.0,21421.0,1471499.0,74392.0,85224.0,4920101.0,86614.0,990524.0,481089.0,1234320.0,717317.0,154129.0
Michigan,2022,10057921.0,39.9,4993696.0,5064225.0,7617085.0,1363539.0,327551.0,550427.0,7903494.0,694860.0,9505118.0,68505.0,37929.0,1293164.0,9845242.0,302167.0,5018590.0,4580447.0,2906470.0,1102783.0,201100.0,1037.0,91770.0,571194.0,2.45,101384605.0,3932809.0,50639.0,96130.0,471483.0,9949793.0,68155.0,2283261.0,199361.0,241211.0,6938439.0,83826.0,1694166.0,1025808.0,1311608.0,627217.0,89356.0
Minnesota,2022,5695292.0,38.5,2857964.0,2837328.0,4537219.0,382082.0,286146.0,327049.0,4384131.0,481922.0,5354746.0,84313.0,44947.0,516284.0,5574039.0,123497.0,3116753.0,2493956.0,1631701.0,624425.0,286800.0,1178.0,56193.0,237830.0,2.46,59047540.0,2339867.0,72078.0,76224.0,400430.0,5634724.0,44079.0,1385898.0,94053.0,119335.0,3874392.0,54955.0,800667.0,527184.0,965593.0,364292.0,60300.0
Mississippi,2022,2958846.0,38.1,1437988.0,1520858.0,1685024.0,1101836.0,29041.0,97123.0,2254857.0,68257.0,2780600.0,52985.0,29209.0,548804.0,2858819.0,85519.0,1344337.0,1324992.0,775465.0,345804.0,151000.0,896.0,26190.0,203723.0,2.55,29946515.0,1140206.0,3227.0,15422.0,55612.0,2891879.0,41337.0,736770.0,137288.0,161978.0,1968322.0,28501.0,468731.0,308683.0,286132.0,131671.0,22265.0
Missouri,2022,6154422.0,38.8,3039220.0,3115202.0,4884165.0,693892.0,127044.0,280078.0,4760026.0,258202.0,5794247.0,65920.0,36754.0,766582.0,5979440.0,132657.0,3107514.0,2795030.0,1661854.0,796470.0,199400.0,957.0,63670.0,336706.0,2.44,62486085.0,2512466.0,28476.0,53174.0,289865.0,6047407.0,90368.0,1454287.0,212013.0,266929.0,4199109.0,40330.0,1087681.0,591834.0,804597.0,370034.0,54700.0
Montana,2022,1091840.0,40.1,553716.0,538124.0,943827.0,6026.0,9211.0,45881.0,856806.0,24713.0,1032837.0,66341.0,37837.0,132329.0,1066145.0,21635.0,559429.0,517430.0,306432.0,137485.0,305700.0,974.0,11120.0,73513.0,2.39,8859095.0,433673.0,3525.0,21967.0,55996.0,1075209.0,15973.0,245315.0,30339.0,43630.0,758200.0,3363.0,175154.0,121486.0,170549.0,59333.0,11983.0
Nebraska,2022,1958939.0,36.9,984570.0,974369.0,1603239.0,93555.0,48874.0,230769.0,1472032.0,146935.0,1831627.0,71722.0,38585.0,198466.0,1908613.0,32157.0,1054285.0,848023.0,516651.0,259728.0,205600.0,987.0,21147.0,71644.0,2.46,17473485.0,873587.0,5361.0,23970.0,89292.0,1930107.0,26668.0,509169.0,54775.0,67507.0,1283285.0,21604.0,280742.0,186066.0,280101.0,106137.0,18160.0
Nevada,2022,3104817.0,38.5,1568332.0,1536485.0,1732783.0,290223.0,263063.0,918509.0,2402902.0,592273.0,2926714.0,71646.0,37945.0,389456.0,3063729.0,109909.0,1578524.0,1288357.0,679960.0,483711.0,373800.0,1382.0,42352.0,124686.0,2.64,32249110.0,1209824.0,35437.0,21677.0,128946.0,3067029.0,57590.0,725647.0,118728.0,165679.0,2154487.0,45599.0,503894.0,356289.0,371761.0,139842.0,22673.0
New Hampshire,2022,1379610.0,43.1,689725.0,689885.0,1241594.0,20920.0,36352.0,58654.0,1121483.0,83368.0,1316691.0,90845.0,48250.0,98162.0,1340074.0,27426.0,770353.0,640335.0,393945.0,151171.0,337100.0,1336.0,14188.0,95219.0,2.46,17021585.0,601360.0,4537.0,16052.0,95320.0,1363236.0,9467.0,274305.0,28770.0,39563.0,997353.0,7152.0,229881.0,114506.0,236189.0,116378.0,16942.0
New Jersey,2022,9249063.0,40.0,4556331.0,4692732.0,5528604.0,1213265.0,913364.0,1963423.0,7221628.0,2145255.0,8725068.0,97126.0,50995.0,879179.0,9081112.0,307824.0,4939081.0,3756340.0,2195831.0,1242331.0,401400.0,1577.0,103653.0,318178.0,2.64,122290480.0,3299407.0,405480.0,119018.0,589957.0,9153756.0,87643.0,2135437.0,235812.0,345979.0,6427003.0,109116.0,1511209.0,667139.0,1636308.0,785250.0,111577.0
New Mexico,2022,2112463.0,38.6,1052858.0,1059605.0,1250614.0,44894.0,34400.0,1051626.0,1625139.0,194320.0,1996536.0,58722.0,32667.0,378651.0,2070966.0,59989.0,976697.0,943149.0,558179.0,254673.0,216000.0,966.0,19827.0,130297.0,2.55,18861435.0,775875.0,6747.0,18096.0,86475.0,2076263.0,27383.0,502337.0,70276.0,96021.0,1433908.0,20560.0,305319.0,240172.0,230705.0,131594.0,27773.0
New York,2022,19994379.0,39.3,9781286.0,10213093.0,11749652.0,3011116.0,1767598.0,3895714.0,15840317.0,4508936.0,18872507.0,81386.0,47173.0,2655662.0,19516967.0,638401.0,10279583.0,8494452.0,4128119.0,3476404.0,384100.0,1507.0,297664.0,889929.0,2.55,275523680.0,5340711.0,2195003.0,534971.0,1088789.0,19789790.0,109239.0,4389167.0,381687.0,511021.0,14021808.0,356478.0,2933147.0,1426247.0,3033763.0,1731771.0,238322.0
North Carolina,2022,10470214.0,39.1,5131370.0,5338844.0,6800458.0,2192455.0,325670.0,1051008.0,8084366.0,867946.0,9880447.0,66186.0,37641.0,1357418.0,10186155.0,263374.0,5290874.0,4739881.0,2717961.0,1387271.0,234900.0,1093.0,117558.0,634649.0,2.48,107793965.0,4125716.0,39003.0,78758.0,609532.0,10256318.0,133271.0,2434029.0,391737.0,542297.0,7172112.0,94221.0,1505077.0,1010992.0,1533552.0,648712.0,107092.0
North Dakota,2022,776874.0,35.4,399345.0,377529.0,656425.0,25233.0,12474.0,33189.0,587492.0,36023.0,725157.0,73959.0,40748.0,80810.0,750776.0,12191.0,423612.0,372376.0,202213.0,117825.0,232500.0,912.0,7907.0,52338.0,2.34,6774545.0,358231.0,1869.0,13001.0,25491.0,759609.0,13065.0,194380.0,20830.0,20259.0,506256.0,4491.0,111395.0,76922.0,113131.0,33064.0,5710.0
Ohio,2022,11774683.0,39.6,5814736.0,5959947.0,9281702.0,1449450.0,283278.0,494625.0,9169824.0,572364.0,11098280.0,66990.0,37729.0,1526507.0,11472644.0,300192.0,5998649.0,5251209.0,3200314.0,1589094.0,183300.0,945.0,123549.0,461801.0,2.4,118947335.0,4780275.0,67044.0,113183.0,547505.0,11607026.0,127630.0,2751899.0,273380.0,329616.0,8097704.0,85033.0,2315749.0,1040670.0,1515763.0,696826.0,98487.0
Oklahoma,2022,3970497.0,36.9,1980478.0,1990019.0,2716667.0,284453.0,91720.0,458686.0,2997528.0,244032.0,3723031.0,61364.0,33630.0,585991.0,3847702.0,92216.0,1915098.0,1751802.0,1004078.0,518633.0,170500.0,934.0,39715.0,229091.0,2.53,36994465.0,1594832.0,5923.0,31306.0,132741.0,3882774.0,83174.0,1005442.0,205622.0,247278.0,2621275.0,33398.0,674369.0,391714.0,465739.0,177413.0,29429.0
Oregon,2022,4229374.0,39.9,2113341.0,2116033.0,3328095.0,79593.0,187852.0,583066.0,3369345.0,412962.0,4013618.0,76632.0,41805.0,494158.0,4149034.0,119746.0,2169277.0,1818599.0,1062522.0,618278.0,423100.0,1373.0,53279.0,137799.0,2.46,39780580.0,1521561.0,60199.0,68311.0,300123.0,4187842.0,31225.0,909465.0,104109.0,133153.0,2999096.0,37458.0,542883.0,492010.0,654185.0,283031.0,54744.0
Pennsylvania,2022,12989208.0,40.8,6410766.0,6578442.0,10010379.0,1407814.0,473192.0,1055108.0,10315765.0,941805.0,12300637.0,73170.0,41234.0,1482439.0,12582125.0,358729.0,6689654.0,5753908.0,3593490.0,1600237.0,226200.0,1110.0,128737.0,560181.0,2.42,146141400.0,4889215.0,266593.0,205475.0,734066.0,12801884.0,133716.0,2850710.0,255789.0,319045.0,9128083.0,100550.0,2710001.0,921061.0,1844355.0,884422.0,152773.0
Rhode Island,2022,1094250.0,40.1,537221.0,557029.0,816308.0,67615.0,37881.0,183196.0,881990.0,157761.0,1040078.0,81370.0,43324.0,118033.0,1051789.0,34616.0,592606.0,483053.0,270950.0,161269.0,343100.0,1195.0,15024.0,50834.0,2.43,12409750.0,455274.0,10428.0,15688.0,52149.0,1077551.0,5949.0,225466.0,18820.0,20440.0,771284.0,14016.0,173104.0,90907.0,165487.0,80811.0,14255.0
South Carolina,2022,5142750.0,40.0,2510019.0,2632731.0,3342861.0,1326209.0,85834.0,318875.0,4001448.0,270170.0,4859469.0,63623.0,36072.0,717849.0,5002332.0,128211.0,2517626.0,2362253.0,1434662.0,588423.0,216200.0,1065.0,46707.0,339168.0,2.47,54759450.0,2054490.0,10735.0,41383.0,199597.0,5043992.0,62025.0,1175535.0,188269.0,258651.0,3553321.0,40013.0,853211.0,491261.0,674340.0,305597.0,46066.0
South Dakota,2022,890342.0,37.5,451671.0,438671.0,731624.0,19525.0,12754.0,39197.0,670089.0,34093.0,832257.0,69457.0,36850.0,105542.0,860878.0,14552.0,471697.0,396623.0,240328.0,110854.0,219500.0,878.0,8981.0,45441.0,2.44,7168230.0,389221.0,1734.0,14004.0,38313.0,871052.0,15555.0,227756.0,31872.0,34671.0,588987.0,5441.0,148100.0,82433.0,123313.0,38604.0,6821.0
Tennessee,2022,6923772.0,38.9,3400979.0,3522793.0,5182736.0,1126815.0,128630.0,412622.0,5377983.0,375702.0,6521181.0,64035.0,36040.0,943583.0,6759549.0,172829.0,3450165.0,3050850.0,1819725.0,893910.0,232100.0,1047.0,73534.0,337215.0,2.5,73963710.0,2806116.0,15910.0,38985.0,311433.0,6822829.0,87586.0,1613990.0,251606.0,342630.0,4758712.0,54747.0,1232458.0,656376.0,889401.0,368384.0,66397.0
Texas,2022,29243342.0,35.2,14624638.0,14618704.0,17293460.0,3552579.0,1511069.0,11665280.0,21737391.0,4987855.0,27319920.0,73035.0,37514.0,3990326.0,28615931.0,766007.0,14784312.0,11654971.0,6545727.0,3944826.0,238000.0,1251.0,340349.0,1164418.0,2.73,325400930.0,11665397.0,142353.0,201384.0,1512512.0,28764407.0,914426.0,7824906.0,1847838.0,2225346.0,18910948.0,462389.0,3792935.0,2733655.0,3919003.0,1598654.0,242618.0
Utah,2022,3283809.0,31.4,1665209.0,1618600.0,2705194.0,37712.0,77761.0,480843.0,2341841.0,276011.0,3044292.0,86833.0,37023.0,275188.0,3231630.0,56860.0,1702399.0,1162654.0,751652.0,311167.0,408500.0,1302.0,28979.0,99835.0,3.04,30465050.0,1302361.0,28799.0,34427.0,227579.0,3257798.0,70380.0,992792.0,103756.0,111115.0,1959919.0,21356.0,383506.0,327177.0,468541.0,173551.0,29475.0
Vermont,2022,643816.0,42.9,320339.0,323477.0,594131.0,8000.0,10824.0,13793.0,525893.0,28231.0,615541.0,74014.0,41680.0,64739.0,620877.0,13466.0,351783.0,335138.0,193222.0,72636.0,272400.0,1149.0,6787.0,69280.0,2.33,6694620.0,263906.0,2898.0,14783.0,43780.0,637608.0,2532.0,127303.0,9588.0,13717.0,459033.0,2750.0,112763.0,50837.0,111614.0,57539.0,9939.0
Virginia,2022,8624511.0,38.7,4268775.0,4355736.0,5473610.0,1630355.0,591088.0,865015.0,6619428.0,1089605.0,8130363.0,87249.0,47210.0,836686.0,8379773.0,197001.0,4570843.0,3625285.0,2199299.0,1090477.0,339800.0,1440.0,91821.0,335509.0,2.55,102838440.0,3400576.0,127841.0,90057.0,599127.0,8398580.0,93557.0,2001994.0,222526.0,295169.0,5919142.0,79107.0,1184055.0,732853.0,1366160.0,780607.0,119285.0
Washington,2022,7688549.0,38.0,3877918.0,3810631.0,5374874.0,301477.0,708647.0,1037153.0,5963838.0,1143428.0,7248377.0,90325.0,48685.0,747538.0,7553642.0,197009.0,4010799.0,3216243.0,1900252.0,1079020.0,473400.0,1592.0,100051.0,236971.0,2.53,86033295.0,2785353.0,169591.0,120751.0,575184.0,7571532.0,52094.0,1756856.0,187811.0,235285.0,5347314.0,75599.0,957379.0,788146.0,1244437.0,569699.0,92087.0
West Virginia,2022,1792967.0,42.6,894772.0,898195.0,1639342.0,61227.0,13602.0,32910.0,1430786.0,28940.0,1702587.0,55217.0,31462.0,291860.0,1736883.0,47503.0,786112.0,859142.0,531027.0,185013.0,145800.0,831.0,14095.0,143102.0,2.43,17717955.0,640847.0,4810.0,18747.0,49655.0,1759522.0,12243.0,384702.0,41380.0,57770.0,1271529.0,11571.0,421521.0,152578.0,171758.0,84486.0,14085.0
Wisconsin,2022,5882128.0,39.9,2948762.0,2933366.0,4854979.0,363331.0,169052.0,430976.0,4609394.0,295367.0,5560534.0,72458.0,40130.0,611661.0,5743164.0,105086.0,3129606.0,2734511.0,1641590.0,783898.0,231400.0,992.0,61749.0,309023.0,2.37,59310420.0,2508957.0,36957.0,83149.0,300409.0,5815677.0,54038.0,1352953.0,119016.0,140896.0,4047831.0,38573.0,1071376.0,540579.0,852632.0,319419.0,53667.0
Wyoming,2022,577929.0,38.5,295835.0,282094.0,504798.0,4891.0,4717.0,60518.0,442089.0,19756.0,545140.0,72495.0,39547.0,60134.0,564105.0,11456.0,302838.0,273291.0,168393.0,65763.0,269900.0,933.0,5223.0,39135.0,2.41,4719470.0,244798.0,2611.0,9978.0,21902.0,567826.0,12762.0,140328.0,23491.0,29235.0,391802.0,2890.0,88797.0,65255.0,71313.0,31053.0,5138.0
Puerto Rico,2022,3272382.0,43.7,1551668.0,1720714.0,1425431.0,286388.0,6295.0,3231327.0,2703017.0,89461.0,3159505.0,24002.0,15637.0,1368360.0,3242916.0,165697.0,1250216.0,1563129.0,829943.0,389715.0,121800.0,545.0,18273.0,343471.0,2.65,28572185.0,945657.0,11501.0,25894.0,50972.0,3244866.0,18249.0,608682.0,77457.0,107139.0,2400393.0,51914.0,617845.0,251030.0,482139.0,134673.0,30891.0
