State,Year,Total_Population,Median_Age,Male_Population,Female_Population,White_Population,Black_Population,Asian_Population,Hispanic_Population,Veteran_Status,Foreign_Born_Population,Non_English_Speakers,Median_Household_Income,Per_Capita_Income,Population_in_Poverty,Total_Population_for_Poverty,Unemployed_Population,Labor_Force_Population,Total_Households,Owner_Occupied_Homes,Renter_Occupied_Homes,Median_Home_Value,Median_Rent,Cost_Burdened_Households,Vacancy_Rate,Average_Household_Size,Mean_Travel_Time,Car_Commute,Public_Transit_Commute,Walk_Commute,Work_From_Home,Total_Insured_Population,Total_Uninsured_Population,Private_Insurance,Public_Insurance,No_Health_Insurance,Total_Population_25_Over,Less_Than_HS,High_School_Graduate,Some_College,Associates_Degree,Bachelors_Degree,Graduate_Degree
New Hampshire,2013,1319171.0,41.5,651106.0,668065.0,1240404.0,16011.0,29337.0,38817.0,1036895.0,71558.0,1251055.0,64916.0,33134.0,110859.0,1278502.0,51670.0,743855.0,615204.0,370173.0,148072.0,239900.0,987.0,13958.0,96959.0,2.47,16718070.0,603160.0,5594.0,19973.0,37966.0,1304372.0,11868.0,280366.0,54254.0,70259.0,913191.0,5512.0,231678.0,119435.0,194439.0,84598.0,12654.0
New Jersey,2013,8832406.0,39.1,4304817.0,4527589.0,6108784.0,1197753.0,756668.0,1603510.0,6777077.0,1868812.0,8294499.0,71629.0,36027.0,900583.0,8657485.0,472094.0,4677666.0,3563130.0,2091065.0,1095353.0,327100.0,1172.0,92810.0,376712.0,2.71,120225605.0,3299181.0,445282.0,126439.0,158655.0,8723211.0,113325.0,2043474.0,458904.0,528336.0,6007746.0,72712.0,1591198.0,721502.0,1336219.0,585221.0,85702.0
New Mexico,2013,2069706.0,36.7,1024290.0,1045416.0,1511087.0,42196.0,28034.0,966268.0,1547172.0,203532.0,1928173.0,44927.0,23763.0,413801.0,2028611.0,94111.0,979565.0,902302.0,523344.0,238594.0,160000.0,758.0,18293.0,140364.0,2.66,17887995.0,779842.0,9579.0,19923.0,42413.0,2035611.0,48520.0,513018.0,161392.0,176587.0,1347229.0,19031.0,296776.0,240819.0,198521.0,103824.0,23542.0
New York,2013,19487053.0,38.1,9442496.0,10044557.0,12779326.0,3042152.0,1479326.0,3488083.0,15171222.0,4314703.0,18322476.0,58003.0,32382.0,2903982.0,18975362.0,921607.0,10009187.0,8113270.0,3923505.0,3311238.0,288200.0,1088.0,279765.0,878527.0,2.61,269533115.0,5392956.0,2398671.0,567408.0,346471.0,19231242.0,184979.0,4282307.0,972437.0,959107.0,13211060.0,229185.0,3096154.0,1551674.0,2491222.0,1357039.0,180903.0
North Carolina,2013,9651380.0,37.6,4702565.0,4948815.0,6727690.0,2068726.0,221392.0,824868.0,7282130.0,730768.0,9027673.0,46334.0,25284.0,1643389.0,9396989.0,527430.0,4850140.0,4349023.0,2466388.0,1249177.0,153600.0,776.0,100306.0,633458.0,2.53,95347085.0,3867690.0,45765.0,76768.0,184349.0,9450222.0,168752.0,2278415.0,632192.0,721184.0,6408022.0,80438.0,1453891.0,988422.0,1154451.0,420219.0,76267.0
North Dakota,2013,689781.0,36.4,349947.0,339834.0,618098.0,9273.0,7362.0,16054.0,530473.0,18569.0,644506.0,53741.0,29732.0,79433.0,665576.0,12617.0,389669.0,324712.0,189805.0,97465.0,132400.0,645.0,6463.0,37442.0,2.31,5911210.0,328707.0,1735.0,14640.0,19348.0,674657.0,10371.0,153473.0,29049.0,26948.0,450429.0,2534.0,105602.0,77884.0,88476.0,23474.0,4470.0
Ohio,2013,11549590.0,39.0,5642666.0,5906924.0,9569431.0,1402897.0,201394.0,367394.0,8843597.0,461339.0,10843151.0,48308.0,26046.0,1773853.0,11230706.0,582953.0,5859516.0,5124221.0,3074792.0,1482863.0,130800.0,718.0,117163.0,566566.0,2.47,114764610.0,4724754.0,85286.0,118241.0,180338.0,11374029.0,153098.0,2691966.0,526487.0,630711.0,7746520.0,65640.0,2392326.0,1072024.0,1227819.0,521105.0,77052.0
Oklahoma,2013,3785742.0,36.2,1873875.0,1911867.0,2783609.0,273421.0,68161.0,345139.0,2830341.0,209027.0,3521583.0,45339.0,24208.0,618683.0,3671393.0,127842.0,1834366.0,1669828.0,968736.0,475345.0,112800.0,699.0,36418.0,225747.0,2.55,33922815.0,1551461.0,8092.0,30401.0,59662.0,3702515.0,96937.0,933738.0,281375.0,298029.0,2464298.0,21416.0,659615.0,415908.0,387885.0,135398.0,21616.0
Oregon,2013,3868721.0,38.7,1914014.0,1954707.0,3297149.0,70328.0,147986.0,461901.0,3003231.0,379661.0,3635006.0,50229.0,26809.0,614778.0,3793058.0,221191.0,1961287.0,1677363.0,940143.0,576313.0,238000.0,875.0,47125.0,160907.0,2.49,35739075.0,1394475.0,70714.0,69285.0,109103.0,3829588.0,66266.0,861149.0,254643.0,279959.0,2643833.0,25023.0,532503.0,484660.0,494922.0,201237.0,36357.0
Pennsylvania,2013,12731381.0,40.3,6211805.0,6519576.0,10467433.0,1385799.0,363967.0,753701.0,9963649.0,759837.0,12008403.0,52548.0,28502.0,1638820.0,12318805.0,581533.0,6503761.0,5565653.0,3462512.0,1495915.0,164700.0,813.0,119670.0,607226.0,2.48,144334845.0,4959800.0,313722.0,224425.0,220044.0,12525314.0,145138.0,2753386.0,518853.0,555084.0,8712762.0,83093.0,2883622.0,956564.0,1468125.0,656458.0,112239.0
Rhode Island,2013,1051695.0,39.6,508455.0,543240.0,855594.0,66569.0,32384.0,135317.0,828764.0,137959.0,995757.0,56361.0,30469.0,137244.0,1010872.0,56125.0,569175.0,462516.0,250814.0,159244.0,247400.0,918.0,15069.0,52458.0,2.46,11380425.0,441622.0,14388.0,18560.0,17558.0,1035516.0,10943.0,219313.0,52789.0,52628.0,712241.0,12556.0,161877.0,92381.0,134313.0,62811.0,10473.0
South Carolina,2013,4679602.0,38.1,2276305.0,2403297.0,3144146.0,1298534.0,61097.0,241448.0,3566687.0,225323.0,4381360.0,44779.0,23943.0,820308.0,4537414.0,258444.0,2295655.0,2143464.0,1230181.0,550070.0,137400.0,768.0,41606.0,363213.0,2.55,45209855.0,1837993.0,11605.0,41470.0,71771.0,4578525.0,91316.0,1076230.0,309966.0,357033.0,3118029.0,37195.0,797948.0,464310.0,501193.0,205214.0,30814.0
South Dakota,2013,825198.0,36.9,414382.0,410816.0,706667.0,11531.0,8597.0,24598.0,618047.0,23055.0,766263.0,49495.0,25740.0,112086.0,796095.0,22250.0,444211.0,365694.0,219872.0,103264.0,132400.0,632.0,7755.0,42558.0,2.45,6612140.0,364960.0,1975.0,17428.0,23118.0,807439.0,13450.0,202990.0,40541.0,40956.0,537888.0,2855.0,147480.0,85464.0,98423.0,29152.0,5623.0
Tennessee,2013,6402387.0,38.2,3120796.0,3281591.0,5007014.0,1073534.0,95801.0,300159.0,4892602.0,296391.0,5998956.0,44298.0,24409.0,1101732.0,6242898.0,316682.0,3140665.0,2821797.0,1677205.0,797990.0,139200.0,742.0,66542.0,346602.0,2.52,64578780.0,2572828.0,21776.0,36768.0,95419.0,6300636.0,84265.0,1489640.0,365117.0,434333.0,4292718.0,48266.0,1158626.0,635421.0,657028.0,251451.0,47554.0
Texas,2013,25639373.0,33.8,12729156.0,12910217.0,19075100.0,3030970.0,1019260.0,9717727.0,18612749.0,4187930.0,23704400.0,51900.0,26019.0,4416829.0,25032531.0,1020132.0,12691031.0,10070703.0,5623552.0,3262919.0,128900.0,851.0,270370.0,1184232.0,2.82,274698765.0,10410248.0,178917.0,188304.0,461512.0,25158370.0,948929.0,6913845.0,2345985.0,2399782.0,16080307.0,303998.0,3329384.0,2640336.0,2850532.0,1030911.0,161082.0
Vermont,2013,625904.0,42.0,308544.0,317360.0,595862.0,6139.0,7922.0,9803.0,498663.0,25590.0,594667.0,54267.0,29167.0,70873.0,601245.0,23546.0,348495.0,322915.0,182537.0,74467.0,216800.0,875.0,7507.0,65911.0,2.34,6530580.0,266990.0,3675.0,17968.0,22318.0,619732.0,3317.0,126325.0,19538.0,22533.0,433401.0,2062.0,117187.0,51855.0,91084.0,42865.0,7141.0
Utah,2013,2813673.0,29.6,1414267.0,1399406.0,2487467.0,31101.0,58150.0,368552.0,1928984.0,231369.0,2554331.0,58821.0,23873.0,350205.0,2766509.0,101449.0,1382365.0,988571.0,621854.0,264916.0,212800.0,856.0,23171.0,101801.0,3.12,25707285.0,1109542.0,29718.0,33614.0,60751.0,2786143.0,89928.0,876362.0,171603.0,143022.0,1610602.0,11477.0,334880.0,316546.0,327448.0,112367.0,21588.0
Virginia,2013,8100653.0,37.5,3977926.0,4122727.0,5627076.0,1568021.0,457792.0,659599.0,6129622.0,917554.0,7590865.0,63907.0,33493.0,887595.0,7854136.0,303129.0,4303611.0,3381332.0,2033102.0,989637.0,244600.0,1087.0,87320.0,358593.0,2.6,103495290.0,3416735.0,174338.0,93447.0,177988.0,7881300.0,110620.0,1852537.0,411102.0,441933.0,5427938.0,60423.0,1159800.0,767437.0,1113869.0,580019.0,86267.0
Washington,2013,6819579.0,37.3,3401539.0,3418040.0,5350938.0,245041.0,498941.0,783693.0,5184788.0,898091.0,6378045.0,59478.0,30742.0,893211.0,6686172.0,327155.0,3526776.0,2899538.0,1661427.0,967699.0,262100.0,973.0,86863.0,270412.0,2.54,75903295.0,2602516.0,182046.0,109051.0,167902.0,6711488.0,96575.0,1583191.0,416675.0,404257.0,4575140.0,49296.0,898659.0,787888.0,932008.0,370861.0,63021.0
West Virginia,2013,1853619.0,41.5,913201.0,940418.0,1737996.0,58489.0,12806.0,23285.0,1467214.0,26341.0,1750012.0,41043.0,22966.0,321546.0,1800278.0,69351.0,826225.0,880951.0,544059.0,197331.0,98500.0,611.0,14259.0,139561.0,2.43,18271600.0,682218.0,5810.0,20859.0,22315.0,1824020.0,18526.0,383755.0,112144.0,130040.0,1296592.0,10965.0,443556.0,163926.0,146020.0,64710.0,10046.0
Wisconsin,2013,5706871.0,38.7,2832906.0,2873965.0,4966900.0,355873.0,132609.0,345866.0,4378451.0,266491.0,5355576.0,52413.0,27523.0,723730.0,5554566.0,239464.0,3082381.0,2626142.0,1558846.0,729486.0,167100.0,759.0,59088.0,337810.0,2.43,58131680.0,2486629.0,51484.0,92656.0,114523.0,5630579.0,63221.0,1323298.0,221141.0,225488.0,3827815.0,30911.0,1121823.0,550146.0,679310.0,250094.0,38711.0
Wyoming,2013,570134.0,36.8,291223.0,278911.0,518388.0,5167.0,4782.0,52454.0,430776.0,18582.0,530725.0,57406.0,28902.0,63743.0,556239.0,16760.0,309519.0,263040.0,156202.0,66644.0,185900.0,764.0,4454.0,40194.0,2.5,4997065.0,251692.0,4827.0,10821.0,13432.0,560397.0,10992.0,135880.0,34223.0,38025.0,376529.0,1169.0,92636.0,71192.0,62047.0,21918.0,4167.0
Puerto Rico,2013,3682966.0,37.5,1763291.0,1919675.0,2575834.0,284860.0,12120.0,3643237.0,2812905.0,102519.0,3468712.0,19624.0,11068.0,1644128.0,3647810.0,247824.0,1348444.0,1524877.0,862880.0,367988.0,121200.0,454.0,18017.0,294009.0,2.96,30444880.0,945331.0,28873.0,37377.0,23612.0,3656732.0,35338.0,867779.0,107405.0,129617.0,2438932.0,71327.0,566645.0,265193.0,409750.0,103812.0,19486.0
